3.239e+02,2.617e+02,2.232e+02,1.930e+02,1.549e+02
1.679e+02,1.410e+02,1.249e+02,1.099e+02,9.213e+01
1.244e+02,8.258e+01,7.657e+01,7.650e+01,7.544e+01
1.207e+02,8.428e+01,7.997e+01,7.445e+01,7.296e+01
1.132e+02,8.070e+01,7.397e+01,7.444e+01,7.348e+01
1.035e+02,7.566e+01,7.131e+01,6.910e+01,7.083e+01
1.030e+02,7.287e+01,6.834e+01,7.046e+01,6.798e+01
9.488e+01,7.060e+01,6.564e+01,6.790e+01,6.892e+01
9.073e+01,7.171e+01,7.034e+01,6.826e+01,6.625e+01
8.913e+01,6.692e+01,6.442e+01,6.667e+01,6.774e+01
8.589e+01,6.475e+01,6.036e+01,6.409e+01,6.184e+01
8.701e+01,6.409e+01,6.061e+01,6.089e+01,6.061e+01
8.190e+01,6.487e+01,5.777e+01,6.629e+01,6.434e+01
8.154e+01,6.997e+01,7.103e+01,5.931e+01,5.934e+01
8.388e+01,5.885e+01,5.504e+01,5.712e+01,5.597e+01
7.838e+01,5.652e+01,5.329e+01,5.684e+01,5.529e+01
7.527e+01,5.521e+01,5.420e+01,5.684e+01,5.665e+01
7.712e+01,5.726e+01,5.295e+01,6.259e+01,5.617e+01
7.415e+01,6.091e+01,5.906e+01,5.418e+01,5.265e+01
7.651e+01,5.204e+01,5.122e+01,5.724e+01,5.226e+01
7.358e+01,5.435e+01,4.843e+01,5.505e+01,5.191e+01
7.183e+01,5.097e+01,4.877e+01,5.526e+01,5.050e+01
6.979e+01,4.949e+01,5.060e+01,6.197e+01,5.189e+01
6.959e+01,5.745e+01,5.119e+01,5.136e+01,5.044e+01
7.093e+01,5.009e+01,4.620e+01,5.151e+01,4.787e+01
6.762e+01,4.842e+01,4.523e+01,5.333e+01,4.672e+01
6.609e+01,4.628e+01,4.928e+01,5.669e+01,4.604e+01
6.630e+01,5.617e+01,4.686e+01,5.269e+01,4.782e+01
6.622e+01,5.119e+01,4.675e+01,4.657e+01,4.651e+01
6.656e+01,4.461e+01,4.378e+01,5.117e+01,4.681e+01
6.228e+01,4.440e+01,4.393e+01,4.868e+01,4.287e+01
6.249e+01,4.751e+01,4.300e+01,5.118e+01,4.739e+01
6.238e+01,4.915e+01,4.654e+01,4.671e+01,4.448e+01
6.415e+01,4.610e+01,4.373e+01,4.758e+01,4.288e+01
6.096e+01,4.426e+01,4.116e+01,4.981e+01,4.258e+01
5.868e+01,4.620e+01,4.361e+01,4.445e+01,4.424e+01
6.142e+01,4.214e+01,4.256e+01,5.263e+01,4.588e+01
5.750e+01,4.946e+01,5.396e+01,5.233e+01,4.104e+01
6.032e+01,5.149e+01,4.709e+01,4.539e+01,4.281e+01
6.231e+01,4.927e+01,4.213e+01,4.637e+01,4.292e+01
5.866e+01,4.487e+01,4.214e+01,4.460e+01,4.031e+01
5.763e+01,4.174e+01,3.760e+01,4.445e+01,4.265e+01
5.620e+01,4.179e+01,4.018e+01,4.563e+01,4.053e+01
5.590e+01,4.279e+01,4.069e+01,4.352e+01,3.849e+01
5.527e+01,4.005e+01,3.729e+01,4.212e+01,3.833e+01
5.320e+01,4.096e+01,3.978e+01,4.274e+01,3.850e+01
5.483e+01,4.111e+01,3.885e+01,4.311e+01,3.807e+01
5.304e+01,4.396e+01,3.896e+01,4.040e+01,3.749e+01
5.254e+01,3.938e+01,3.572e+01,4.025e+01,3.683e+01
5.116e+01,3.828e+01,3.578e+01,3.969e+01,3.590e+01
5.092e+01,3.752e+01,3.485e+01,4.071e+01,3.571e+01
4.881e+01,3.784e+01,3.503e+01,3.861e+01,3.527e+01
4.874e+01,3.591e+01,3.584e+01,4.153e+01,3.656e+01
4.724e+01,3.770e+01,3.482e+01,3.687e+01,3.600e+01
4.933e+01,3.641e+01,3.429e+01,3.903e+01,3.619e+01
4.649e+01,3.612e+01,3.476e+01,3.711e+01,3.411e+01
4.739e+01,3.636e+01,3.450e+01,3.798e+01,3.346e+01
4.540e+01,3.642e+01,3.269e+01,3.739e+01,3.394e+01
4.474e+01,3.617e+01,3.380e+01,3.754e+01,3.271e+01
4.483e+01,3.475e+01,3.188e+01,3.638e+01,3.259e+01
4.355e+01,3.322e+01,3.105e+01,3.571e+01,3.219e+01
4.275e+01,3.346e+01,3.099e+01,3.532e+01,3.195e+01
4.292e+01,3.298e+01,3.177e+01,3.548e+01,3.205e+01
4.158e+01,3.365e+01,3.266e+01,3.396e+01,3.130e+01
4.104e+01,3.220e+01,3.158e+01,3.558e+01,3.089e+01
4.178e+01,3.823e+01,3.371e+01,3.442e+01,3.132e+01
4.143e+01,3.249e+01,3.068e+01,3.435e+01,3.012e+01
4.004e+01,3.173e+01,2.985e+01,3.333e+01,3.097e+01
3.968e+01,3.074e+01,3.111e+01,3.504e+01,3.015e+01
3.946e+01,3.224e+01,3.045e+01,3.422e+01,3.039e+01
3.857e+01,3.134e+01,2.977e+01,3.335e+01,3.014e+01
3.884e+01,3.116e+01,2.916e+01,3.338e+01,2.984e+01
3.787e+01,3.109e+01,2.984e+01,3.286e+01,2.985e+01
3.756e+01,3.103e+01,3.017e+01,3.299e+01,3.047e+01
3.760e+01,3.177e+01,2.912e+01,3.301e+01,3.002e+01
3.750e+01,3.102e+01,2.976e+01,3.153e+01,3.042e+01
3.862e+01,3.116e+01,3.112e+01,3.167e+01,2.999e+01
3.762e+01,3.095e+01,3.026e+01,3.159e+01,2.932e+01
3.700e+01,3.081e+01,2.962e+01,3.203e+01,2.932e+01
3.581e+01,3.028e+01,2.819e+01,3.107e+01,2.823e+01
3.555e+01,2.936e+01,2.920e+01,3.224e+01,2.891e+01
3.526e+01,3.097e+01,2.867e+01,3.090e+01,2.879e+01
3.553e+01,2.982e+01,2.853e+01,3.061e+01,2.838e+01
3.485e+01,2.935e+01,2.802e+01,3.132e+01,2.866e+01
3.434e+01,3.068e+01,2.859e+01,3.034e+01,2.858e+01
3.467e+01,3.166e+01,3.175e+01,3.186e+01,2.889e+01
3.519e+01,3.022e+01,2.866e+01,3.125e+01,2.862e+01
3.388e+01,3.068e+01,2.910e+01,3.095e+01,2.822e+01
3.415e+01,3.075e+01,2.856e+01,3.049e+01,2.863e+01
3.423e+01,3.048e+01,2.808e+01,3.152e+01,2.897e+01
3.429e+01,2.986e+01,2.831e+01,3.016e+01,2.863e+01
3.438e+01,2.967e+01,2.839e+01,3.124e+01,2.803e+01
3.382e+01,2.929e+01,2.724e+01,3.073e+01,2.887e+01
3.392e+01,2.971e+01,2.746e+01,2.970e+01,2.828e+01
3.407e+01,2.897e+01,2.717e+01,2.998e+01,2.780e+01
3.386e+01,2.936e+01,2.761e+01,2.976e+01,2.764e+01
3.371e+01,2.868e+01,2.681e+01,2.967e+01,2.717e+01
3.334e+01,2.906e+01,2.686e+01,2.992e+01,2.714e+01
3.296e+01,3.020e+01,2.694e+01,2.958e+01,2.788e+01
3.318e+01,2.872e+01,2.752e+01,2.903e+01,2.676e+01
