1.716e+02,1.208e+02,1.108e+02,7.170e+01,9.045e+01,8.931e+01,6.704e+01
8.387e+01,9.575e+01,8.272e+01,5.604e+01,5.438e+01,5.711e+01,5.076e+01
4.755e+01,4.835e+01,4.997e+01,4.376e+01,4.039e+01,3.894e+01,3.707e+01
3.950e+01,3.985e+01,3.781e+01,3.632e+01,3.549e+01,3.649e+01,3.647e+01
3.923e+01,3.769e+01,3.622e+01,3.479e+01,3.594e+01,3.353e+01,3.526e+01
4.031e+01,3.660e+01,3.583e+01,3.633e+01,3.586e+01,3.311e+01,3.336e+01
3.823e+01,3.676e+01,3.578e+01,3.342e+01,3.396e+01,3.412e+01,3.378e+01
3.510e+01,3.505e+01,3.415e+01,3.221e+01,3.369e+01,3.240e+01,3.078e+01
3.395e+01,3.348e+01,3.259e+01,3.077e+01,3.150e+01,3.077e+01,3.002e+01
3.335e+01,3.310e+01,3.191e+01,2.996e+01,3.258e+01,3.221e+01,3.049e+01
3.312e+01,3.242e+01,3.154e+01,3.045e+01,3.047e+01,2.949e+01,2.854e+01
3.348e+01,3.305e+01,3.060e+01,2.924e+01,2.982e+01,3.021e+01,3.009e+01
3.192e+01,3.142e+01,3.073e+01,2.859e+01,2.998e+01,3.005e+01,2.916e+01
3.083e+01,3.119e+01,2.974e+01,2.836e+01,2.970e+01,2.858e+01,2.750e+01
3.087e+01,3.049e+01,2.867e+01,2.775e+01,2.868e+01,2.750e+01,2.831e+01
3.123e+01,2.939e+01,3.013e+01,2.875e+01,2.933e+01,2.843e+01,2.934e+01
3.084e+01,2.955e+01,3.019e+01,3.131e+01,3.053e+01,2.852e+01,2.824e+01
2.986e+01,3.109e+01,2.993e+01,2.722e+01,2.930e+01,3.000e+01,2.884e+01
3.062e+01,3.011e+01,2.812e+01,2.825e+01,2.961e+01,2.808e+01,2.698e+01
3.012e+01,2.901e+01,2.901e+01,2.870e+01,2.871e+01,2.707e+01,2.724e+01
3.065e+01,3.118e+01,2.926e+01,2.652e+01,2.810e+01,2.775e+01,2.563e+01
2.902e+01,3.039e+01,2.805e+01,2.651e+01,2.754e+01,2.681e+01,2.638e+01
2.913e+01,2.990e+01,2.773e+01,2.597e+01,2.666e+01,2.607e+01,2.542e+01
2.870e+01,2.881e+01,2.673e+01,2.648e+01,2.847e+01,2.802e+01,2.579e+01
2.788e+01,2.994e+01,2.855e+01,2.577e+01,2.609e+01,2.636e+01,2.555e+01
2.717e+01,2.824e+01,2.867e+01,2.712e+01,2.678e+01,2.523e+01,2.531e+01
2.850e+01,2.741e+01,2.598e+01,2.492e+01,2.584e+01,2.507e+01,2.405e+01
