2.546e+02,3.044e+02,2.884e+02,2.410e+02,2.122e+02,2.179e+02,1.824e+02,1.558e+02,1.307e+02,1.246e+02,1.309e+02,2.765e+02,2.144e+02,8.934e+01,1.475e+02,8.279e+01,7.902e+01,8.503e+01,4.757e+01,8.476e+01,8.504e+01,6.780e+01,3.240e+01,4.477e+01,5.003e+01,3.336e+01,3.029e+01,1.832e+01
1.097e+02,4.575e+01,5.837e+01,5.567e+01,5.930e+01,4.294e+01,1.207e+01,1.939e+01,2.892e+01,3.548e+01,2.702e+01,1.001e+01,9.941e+00,1.367e+01,1.100e+01,5.558e+00,1.116e+01,1.878e+01,1.957e+01,1.542e+01,2.631e+00,1.295e+01,1.636e+01,1.274e+01,7.207e+00,5.574e+00,1.173e+01,1.088e+01
8.853e+01,8.050e+00,1.111e+01,1.092e+01,1.960e+01,1.150e+01,1.612e+01,1.157e+01,4.201e+00,6.311e+00,1.300e+01,1.551e+01,7.216e+00,9.281e+00,2.168e+01,1.139e+01,4.340e+00,4.255e+00,7.788e+00,5.388e+00,8.388e-01,1.039e+01,1.494e+01,1.153e+01,7.493e+00,3.557e+00,1.316e+01,1.919e+01
8.021e+01,1.956e+01,1.408e+01,4.474e+00,1.974e+01,2.230e+01,2.024e+01,1.884e+01,1.238e+01,5.042e+00,1.273e+01,1.921e+01,2.152e+01,2.124e+01,2.210e+01,6.425e+00,8.991e+00,1.108e+01,1.076e+01,8.974e+00,8.994e+00,1.159e+01,8.442e+00,8.264e+00,5.036e+00,5.432e+00,1.498e+00,5.849e+00
7.358e+01,7.380e+00,4.257e+00,9.041e+00,1.612e+01,1.122e+01,5.508e+00,4.187e+00,8.935e+00,1.449e+01,5.942e+00,6.826e+00,8.016e+00,5.793e+00,5.680e+00,1.688e+00,1.493e+00,8.019e-01,6.090e+00,5.372e+00,6.280e+00,6.303e+00,2.253e+00,9.803e+00,8.994e+00,6.389e+00,1.398e+00,7.500e+00
7.164e+01,1.158e+01,8.195e+00,1.615e+00,8.080e+00,1.393e+01,1.644e+01,1.266e+01,5.280e+00,8.974e+00,1.071e+01,1.028e+01,7.834e+00,1.984e+00,7.357e+00,1.327e+01,1.403e+01,1.027e+01,4.063e+00,6.871e+00,1.138e+01,1.221e+01,9.451e+00,3.028e+00,5.987e+00,1.099e+01,1.140e+01,8.207e+00
6.647e+01,2.896e+00,2.488e+00,1.952e+00,3.896e+00,1.916e+00,1.170e+00,2.914e+00,2.775e+00,3.397e+00,1.561e+00,3.331e+00,2.410e+00,1.609e+00,1.764e+00,1.065e+00,5.723e-01,1.796e+00,8.428e+00,5.380e+00,6.937e+00,6.231e+00,2.638e+00,3.784e+00,6.233e+00,7.389e+00,2.936e+00,7.697e+00
6.218e+01,1.116e+01,9.878e+00,5.970e+00,7.490e+00,1.267e+01,2.047e+01,2.132e+01,1.895e+01,1.382e+01,6.000e+00,5.050e+00,1.133e+01,1.335e+01,1.087e+01,6.822e+00,1.085e+00,4.819e+00,7.555e+00,3.726e+00,5.599e+00,7.530e+00,6.095e+00,1.807e+00,5.859e+00,9.736e+00,9.170e+00,5.349e+00
5.716e+01,8.235e+00,1.216e+01,1.257e+01,1.140e+01,4.049e+00,6.845e+00,1.092e+01,1.150e+01,8.833e+00,4.269e+00,3.770e+00,7.908e+00,8.884e+00,6.230e+00,1.088e+00,2.474e+00,9.268e-01,3.456e+00,3.875e+00,3.053e+00,2.993e+00,4.687e+00,6.929e+00,2.101e+00,3.198e+00,7.498e-01,8.928e-01
5.427e+01,3.501e+00,2.456e+00,2.539e+00,5.459e+00,7.136e+00,1.092e+01,8.925e+00,4.353e+00,3.197e+00,5.747e+00,5.580e+00,2.036e+00,5.971e+00,1.124e+01,6.407e+00,2.132e+00,4.155e+00,6.177e+00,5.567e+00,3.121e+00,3.961e+00,6.698e+00,8.330e+00,3.037e+00,3.835e+00,6.201e+00,5.528e+00
5.145e+01,1.142e+00,1.317e+00,9.811e-01,3.172e+00,1.150e+00,1.074e+00,6.533e-01,1.166e+00,2.524e+00,1.229e+00,7.326e-01,9.137e-01,8.521e-01,1.172e+00,1.095e+00,6.737e-01,9.198e-01,1.275e+00,9.202e-01,8.193e-01,8.601e-01,7.945e-01,1.203e+00,8.285e-01,1.120e+00,6.402e-01,1.032e+00
4.844e+01,3.601e+00,3.381e+00,5.323e-01,6.844e-01,2.991e+00,1.874e+00,2.641e+00,2.385e+00,6.293e+00,2.727e+00,3.569e+00,2.626e+00,1.521e+00,1.021e+00,2.360e+00,1.585e+00,1.751e+00,4.608e+00,3.849e+00,4.998e+00,1.458e+00,6.345e+00,1.049e+01,8.497e+00,4.215e+00,2.651e+00,5.735e+00
4.678e+01,2.044e+00,4.204e+00,5.892e+00,4.171e+00,1.965e+00,1.358e+00,1.679e+00,6.230e-01,2.893e+00,4.201e+00,2.500e+00,3.732e+00,7.431e+00,8.945e+00,2.585e+00,1.814e+00,1.400e+00,3.532e+00,2.896e+00,3.661e+00,8.766e-01,4.619e+00,5.553e+00,4.883e+00,2.340e+00,6.134e+00,9.859e+00
4.683e+01,6.040e+00,2.012e+00,6.843e+00,9.194e+00,1.065e+01,1.017e+01,4.190e+00,4.597e+00,1.111e+01,9.188e+00,6.072e+00,1.452e+00,5.841e+00,9.228e+00,1.029e+01,7.869e+00,2.532e+00,4.919e+00,8.972e+00,9.529e+00,7.380e+00,2.640e+00,5.861e+00,8.118e+00,8.426e+00,6.097e+00,1.443e+00
4.490e+01,1.027e+01,1.130e+01,9.599e+00,4.950e+00,1.333e+00,4.367e+00,4.456e+00,1.958e+00,2.902e+00,5.225e+00,4.277e+00,7.316e-01,5.728e+00,8.792e+00,7.568e+00,4.645e+00,7.336e-01,2.763e+00,2.167e+00,1.149e+00,1.453e+00,9.331e-01,8.886e-01,2.461e+00,1.825e+00,1.550e+00,1.860e+00
