,1st_MAE,1st_MAPE,1st_sMAPE,mean_MAE,mean_MAPE,mean_sMAPE,median_MAE,median_MAPE,median_sMAPE
0,50.945220947265625,0.20965111255645752,0.23420140147209167,120.43385314941406,inf,0.585232675075531,67.76426696777344,0.3315369486808777,0.3456244170665741
1,47.34046936035156,0.19481675326824188,0.21584151685237885,93.20430755615234,inf,0.5244686603546143,56.3394775390625,0.27874037623405457,0.2788524925708771
2,50.91973876953125,0.2095462530851364,0.2340705543756485,75.42010498046875,inf,0.43073758482933044,35.64991760253906,0.24437372386455536,0.262151300907135
3,33.95127868652344,0.1397171914577484,0.15021070837974548,69.25293731689453,inf,0.4595514237880707,44.772552490234375,0.214538112282753,0.21713435649871826
4,47.62770080566406,0.19599877297878265,0.217293381690979,44.44755172729492,inf,0.2954569458961487,18.564437866210938,0.15440882742404938,0.15761473774909973
5,56.34515380859375,0.2318730652332306,0.26228100061416626,43.99721908569336,inf,0.47056376934051514,24.682785034179688,0.1756305992603302,0.18723861873149872
6,30.447891235351562,0.12529996037483215,0.13367468118667603,37.48076248168945,inf,0.3150969445705414,16.781661987304688,0.1361767202615738,0.1347832977771759
7,39.416473388671875,0.1622077077627182,0.17652453482151031,35.895774841308594,inf,0.3268730044364929,17.044097900390625,0.12883953750133514,0.13191944360733032
8,39.14143371582031,0.16107586026191711,0.17518487572669983,36.7431526184082,inf,0.4032577872276306,19.937164306640625,0.14306503534317017,0.14464235305786133
9,24.525421142578125,0.10092765837907791,0.10629153996706009,37.09523391723633,inf,0.3231334388256073,22.39720916748047,0.13646270334720612,0.13435156643390656
10,42.69374084472656,0.17569440603256226,0.1926150918006897,35.11051940917969,inf,0.3575291633605957,17.686737060546875,0.14275413751602173,0.144086092710495
11,37.04144287109375,0.15243391692638397,0.16501052677631378,31.862581253051758,inf,0.2511223554611206,14.0438232421875,0.11406255513429642,0.11489620804786682
12,29.488998413085938,0.12135390192270279,0.12919293344020844,31.03730010986328,inf,0.25965404510498047,15.024261474609375,0.11554063856601715,0.11572777479887009
13,34.99339294433594,0.14400573074817657,0.15517906844615936,31.129249572753906,inf,0.3227645754814148,16.270721435546875,0.12646952271461487,0.12437574565410614
