2.905e+01,2.802e+01,2.730e+01,2.622e+01,2.661e+01,2.587e+01,2.567e+01
2.889e+01,2.799e+01,2.758e+01,2.609e+01,2.616e+01,2.722e+01,2.763e+01
2.870e+01,2.754e+01,2.781e+01,2.576e+01,2.611e+01,2.549e+01,2.505e+01
2.849e+01,2.726e+01,2.649e+01,2.511e+01,2.586e+01,2.500e+01,2.544e+01
2.824e+01,2.692e+01,2.633e+01,2.494e+01,2.584e+01,2.558e+01,2.449e+01
2.846e+01,2.771e+01,2.703e+01,2.485e+01,2.597e+01,2.606e+01,2.542e+01
2.806e+01,2.732e+01,2.617e+01,2.506e+01,2.542e+01,2.452e+01,2.428e+01
2.709e+01,2.631e+01,2.557e+01,2.438e+01,2.469e+01,2.427e+01,2.440e+01
2.740e+01,2.629e+01,2.596e+01,2.442e+01,2.568e+01,2.547e+01,2.500e+01
2.693e+01,2.620e+01,2.577e+01,2.520e+01,2.554e+01,2.460e+01,2.418e+01
2.712e+01,2.703e+01,2.591e+01,2.458e+01,2.526e+01,2.417e+01,2.477e+01
2.758e+01,2.582e+01,2.536e+01,2.485e+01,2.456e+01,2.406e+01,2.459e+01
2.656e+01,2.557e+01,2.531e+01,2.427e+01,2.389e+01,2.472e+01,2.542e+01
2.671e+01,2.571e+01,2.483e+01,2.392e+01,2.444e+01,2.337e+01,2.352e+01
2.612e+01,2.501e+01,2.466e+01,2.348e+01,2.351e+01,2.315e+01,2.317e+01
2.568e+01,2.480e+01,2.400e+01,2.311e+01,2.338e+01,2.296e+01,2.268e+01
2.564e+01,2.453e+01,2.405e+01,2.297e+01,2.344e+01,2.338e+01,2.240e+01
2.564e+01,2.500e+01,2.393e+01,2.319e+01,2.329e+01,2.322e+01,2.281e+01
2.533e+01,2.407e+01,2.378e+01,2.255e+01,2.320e+01,2.292e+01,2.227e+01
2.514e+01,2.394e+01,2.408e+01,2.279e+01,2.349e+01,2.322e+01,2.238e+01
2.538e+01,2.364e+01,2.366e+01,2.251e+01,2.288e+01,2.262e+01,2.224e+01
2.527e+01,2.385e+01,2.343e+01,2.266e+01,2.319e+01,2.316e+01,2.211e+01
2.509e+01,2.480e+01,2.353e+01,2.273e+01,2.343e+01,2.257e+01,2.186e+01
2.487e+01,2.332e+01,2.280e+01,2.189e+01,2.216e+01,2.195e+01,2.147e+01
2.444e+01,2.353e+01,2.259e+01,2.201e+01,2.326e+01,2.200e+01,2.181e+01
2.460e+01,2.280e+01,2.251e+01,2.166e+01,2.183e+01,2.176e+01,2.162e+01
2.410e+01,2.257e+01,2.262e+01,2.196e+01,2.181e+01,2.134e+01,2.112e+01
2.397e+01,2.228e+01,2.215e+01,2.154e+01,2.137e+01,2.114e+01,2.075e+01
2.374e+01,2.204e+01,2.189e+01,2.108e+01,2.136e+01,2.197e+01,2.141e+01
2.348e+01,2.226e+01,2.226e+01,2.164e+01,2.147e+01,2.066e+01,2.051e+01
2.373e+01,2.230e+01,2.167e+01,2.090e+01,2.122e+01,2.113e+01,2.123e+01
2.357e+01,2.138e+01,2.130e+01,2.080e+01,2.090e+01,2.035e+01,2.012e+01
2.302e+01,2.132e+01,2.113e+01,2.033e+01,2.149e+01,2.092e+01,2.036e+01
2.266e+01,2.081e+01,2.071e+01,2.036e+01,2.002e+01,1.984e+01,1.969e+01
2.246e+01,2.049e+01,2.052e+01,1.995e+01,1.999e+01,1.973e+01,1.958e+01
2.246e+01,1.999e+01,2.013e+01,1.980e+01,2.018e+01,1.964e+01,1.933e+01
2.230e+01,2.020e+01,2.045e+01,1.949e+01,2.017e+01,1.996e+01,2.000e+01
2.274e+01,1.984e+01,2.111e+01,2.128e+01,2.047e+01,2.122e+01,2.139e+01
2.303e+01,1.998e+01,2.005e+01,1.976e+01,2.045e+01,1.978e+01,1.924e+01
2.209e+01,2.022e+01,2.003e+01,1.951e+01,2.013e+01,1.984e+01,1.916e+01
2.184e+01,1.984e+01,1.970e+01,1.946e+01,1.931e+01,1.940e+01,1.915e+01
2.183e+01,1.945e+01,1.945e+01,1.916e+01,1.946e+01,1.919e+01,1.925e+01
2.240e+01,1.954e+01,1.987e+01,1.974e+01,1.955e+01,1.911e+01,1.869e+01
2.188e+01,2.065e+01,1.952e+01,1.997e+01,2.073e+01,1.976e+01,1.914e+01
2.250e+01,2.080e+01,2.043e+01,1.988e+01,2.005e+01,1.970e+01,1.940e+01
2.226e+01,2.021e+01,1.999e+01,2.004e+01,2.004e+01,1.932e+01,1.888e+01
2.189e+01,2.029e+01,1.996e+01,1.924e+01,2.002e+01,2.012e+01,1.956e+01
2.152e+01,1.956e+01,1.970e+01,1.964e+01,1.936e+01,1.882e+01,1.867e+01
2.165e+01,1.919e+01,1.926e+01,1.886e+01,1.910e+01,1.910e+01,1.825e+01
2.112e+01,1.974e+01,1.952e+01,1.948e+01,1.939e+01,1.865e+01,1.884e+01
2.170e+01,1.999e+01,1.943e+01,1.954e+01,1.944e+01,1.917e+01,1.843e+01
2.117e+01,2.004e+01,1.969e+01,1.950e+01,1.939e+01,1.906e+01,1.858e+01
2.108e+01,1.902e+01,1.903e+01,1.880e+01,1.875e+01,1.862e+01,1.863e+01
2.116e+01,1.887e+01,1.876e+01,1.883e+01,1.909e+01,1.865e+01,1.828e+01
2.110e+01,1.921e+01,1.882e+01,1.896e+01,1.948e+01,1.915e+01,1.791e+01
2.066e+01,1.970e+01,1.928e+01,1.868e+01,1.898e+01,1.920e+01,1.817e+01
2.052e+01,1.954e+01,1.933e+01,1.858e+01,1.866e+01,1.858e+01,1.827e+01
2.074e+01,1.891e+01,1.882e+01,1.880e+01,1.911e+01,1.880e+01,1.820e+01
2.058e+01,1.911e+01,1.944e+01,1.871e+01,1.857e+01,1.852e+01,1.828e+01
2.081e+01,1.914e+01,1.896e+01,1.855e+01,1.896e+01,1.866e+01,1.787e+01
2.052e+01,1.925e+01,1.924e+01,1.899e+01,1.904e+01,1.897e+01,1.790e+01
2.021e+01,1.899e+01,1.829e+01,1.850e+01,1.883e+01,1.880e+01,1.789e+01
1.989e+01,1.847e+01,1.846e+01,1.811e+01,1.825e+01,1.830e+01,1.751e+01
1.983e+01,1.864e+01,1.850e+01,1.817e+01,1.898e+01,1.872e+01,1.755e+01
2.010e+01,1.949e+01,1.948e+01,1.843e+01,1.849e+01,1.901e+01,1.848e+01
2.009e+01,1.820e+01,1.863e+01,1.822e+01,1.783e+01,1.776e+01,1.822e+01
2.108e+01,1.843e+01,1.815e+01,1.831e+01,1.869e+01,1.890e+01,1.804e+01
1.985e+01,1.865e+01,1.916e+01,1.857e+01,1.885e+01,1.884e+01,1.813e+01
1.988e+01,1.832e+01,1.843e+01,1.819e+01,1.776e+01,1.831e+01,1.804e+01
1.953e+01,1.782e+01,1.827e+01,1.834e+01,1.838e+01,1.783e+01,1.725e+01
1.950e+01,1.806e+01,1.784e+01,1.810e+01,1.881e+01,1.830e+01,1.741e+01
1.984e+01,1.854e+01,1.842e+01,1.834e+01,1.826e+01,1.782e+01,1.719e+01
1.934e+01,1.780e+01,1.800e+01,1.765e+01,1.817e+01,1.813e+01,1.774e+01
1.990e+01,1.815e+01,1.801e+01,1.813e+01,1.810e+01,1.763e+01,1.706e+01
1.951e+01,1.819e+01,1.793e+01,1.779e+01,1.821e+01,1.781e+01,1.696e+01
1.987e+01,1.923e+01,1.885e+01,1.759e+01,1.803e+01,1.845e+01,1.790e+01
2.013e+01,1.795e+01,1.782e+01,1.792e+01,1.796e+01,1.775e+01,1.771e+01
1.956e+01,1.828e+01,1.809e+01,1.781e+01,1.811e+01,1.807e+01,1.759e+01
