time,station,in-flow,out-flow
2017-01-08 22:45:00,世界之窗,32,50
2017-01-08 22:50:00,世界之窗,35,61
2017-01-08 22:55:00,世界之窗,26,106
2017-01-08 23:00:00,世界之窗,38,48
2017-01-08 23:05:00,世界之窗,31,48
2017-01-08 23:10:00,世界之窗,27,50
2017-01-08 23:15:00,世界之窗,25,70
2017-01-08 23:20:00,世界之窗,9,28
2017-01-08 23:25:00,世界之窗,9,35
2017-01-08 23:30:00,世界之窗,2,24
2017-01-08 23:35:00,世界之窗,0,23
2017-01-09 00:10:00,世界之窗,1,1
2017-01-09 00:45:00,世界之窗,1,0
2017-01-09 01:20:00,世界之窗,1,3
2017-01-09 01:30:00,世界之窗,2,0
2017-01-09 02:15:00,世界之窗,0,1
2017-01-09 03:00:00,世界之窗,1,0
2017-01-09 06:00:00,世界之窗,1,0
2017-01-09 06:05:00,世界之窗,0,1
2017-01-09 06:15:00,世界之窗,14,0
2017-01-09 06:20:00,世界之窗,8,0
2017-01-09 06:25:00,世界之窗,16,0
2017-01-09 06:30:00,世界之窗,31,0
2017-01-09 06:35:00,世界之窗,40,4
2017-01-09 06:40:00,世界之窗,31,6
2017-01-09 06:45:00,世界之窗,25,10
2017-01-09 06:50:00,世界之窗,52,10
2017-01-09 06:55:00,世界之窗,57,18
2017-01-09 07:00:00,世界之窗,59,22
2017-01-09 07:05:00,世界之窗,95,51
2017-01-09 07:10:00,世界之窗,85,37
2017-01-09 07:15:00,世界之窗,108,27
2017-01-09 07:20:00,世界之窗,123,40
2017-01-09 07:25:00,世界之窗,188,50
2017-01-09 07:30:00,世界之窗,131,41
2017-01-09 07:35:00,世界之窗,194,61
2017-01-09 07:40:00,世界之窗,238,85
2017-01-09 07:45:00,世界之窗,235,88
2017-01-09 07:50:00,世界之窗,330,113
2017-01-09 07:55:00,世界之窗,332,65
2017-01-09 08:00:00,世界之窗,396,110
2017-01-09 08:05:00,世界之窗,409,100
2017-01-09 08:10:00,世界之窗,479,113
2017-01-09 08:15:00,世界之窗,447,127
2017-01-09 08:20:00,世界之窗,495,107
2017-01-09 08:25:00,世界之窗,565,122
2017-01-09 08:30:00,世界之窗,511,128
2017-01-09 08:35:00,世界之窗,467,139
2017-01-09 08:40:00,世界之窗,482,143
2017-01-09 08:45:00,世界之窗,345,199
2017-01-09 08:50:00,世界之窗,322,181
2017-01-09 08:55:00,世界之窗,283,116
2017-01-09 09:00:00,世界之窗,294,144
2017-01-09 09:05:00,世界之窗,210,106
2017-01-09 09:10:00,世界之窗,208,107
2017-01-09 09:15:00,世界之窗,188,128
2017-01-09 09:20:00,世界之窗,175,108
2017-01-09 09:25:00,世界之窗,146,118
2017-01-09 09:30:00,世界之窗,139,119
2017-01-09 09:35:00,世界之窗,120,58
2017-01-09 09:40:00,世界之窗,131,89
2017-01-09 09:45:00,世界之窗,93,116
2017-01-09 09:50:00,世界之窗,99,104
2017-01-09 09:55:00,世界之窗,85,58
2017-01-09 10:00:00,世界之窗,97,109
2017-01-09 10:05:00,世界之窗,72,84
2017-01-09 10:10:00,世界之窗,91,65
2017-01-09 10:15:00,世界之窗,70,74
2017-01-09 10:20:00,世界之窗,71,74
2017-01-09 10:25:00,世界之窗,77,88
2017-01-09 10:30:00,世界之窗,88,43
2017-01-09 10:35:00,世界之窗,59,98
2017-01-09 10:40:00,世界之窗,74,97
2017-01-09 10:45:00,世界之窗,73,88
2017-01-09 10:50:00,世界之窗,62,67
2017-01-09 10:55:00,世界之窗,69,92
2017-01-09 11:00:00,世界之窗,64,72
2017-01-09 11:05:00,世界之窗,48,59
2017-01-09 11:10:00,世界之窗,66,77
2017-01-09 11:15:00,世界之窗,45,89
2017-01-09 11:20:00,世界之窗,60,106
2017-01-09 11:25:00,世界之窗,73,93
2017-01-09 11:30:00,世界之窗,69,44
2017-01-09 11:35:00,世界之窗,68,91
2017-01-09 11:40:00,世界之窗,47,131
2017-01-09 11:45:00,世界之窗,74,67
2017-01-09 11:50:00,世界之窗,61,116
2017-01-09 11:55:00,世界之窗,52,84
2017-01-09 12:00:00,世界之窗,69,83
2017-01-09 12:05:00,世界之窗,58,91
2017-01-09 12:10:00,世界之窗,69,108
2017-01-09 12:15:00,世界之窗,64,102
2017-01-09 12:20:00,世界之窗,69,106
2017-01-09 12:25:00,世界之窗,94,91
2017-01-09 12:30:00,世界之窗,72,89
2017-01-09 12:35:00,世界之窗,86,101
2017-01-09 12:40:00,世界之窗,80,94
2017-01-09 12:45:00,世界之窗,84,115
2017-01-09 12:50:00,世界之窗,81,79
2017-01-09 12:55:00,世界之窗,96,90
2017-01-09 13:00:00,世界之窗,69,50
2017-01-09 13:05:00,世界之窗,97,66
2017-01-09 13:10:00,世界之窗,98,80
2017-01-09 13:15:00,世界之窗,105,65
2017-01-09 13:20:00,世界之窗,118,103
2017-01-09 13:25:00,世界之窗,124,70
2017-01-09 13:30:00,世界之窗,121,80
2017-01-09 13:35:00,世界之窗,86,64
2017-01-09 13:40:00,世界之窗,112,91
2017-01-09 13:45:00,世界之窗,118,79
2017-01-09 13:50:00,世界之窗,116,88
2017-01-09 13:55:00,世界之窗,98,60
2017-01-09 14:00:00,世界之窗,109,107
2017-01-09 14:05:00,世界之窗,80,87
2017-01-09 14:10:00,世界之窗,109,109
2017-01-09 14:15:00,世界之窗,104,88
2017-01-09 14:20:00,世界之窗,74,116
2017-01-09 14:25:00,世界之窗,116,107
2017-01-09 14:30:00,世界之窗,113,88
2017-01-09 14:35:00,世界之窗,76,64
2017-01-09 14:40:00,世界之窗,111,97
2017-01-09 14:45:00,世界之窗,112,89
2017-01-09 14:50:00,世界之窗,87,131
2017-01-09 14:55:00,世界之窗,75,83
2017-01-09 15:00:00,世界之窗,94,97
2017-01-09 15:05:00,世界之窗,104,98
2017-01-09 15:10:00,世界之窗,88,76
2017-01-09 15:15:00,世界之窗,114,79
2017-01-09 15:20:00,世界之窗,82,102
2017-01-09 15:25:00,世界之窗,73,104
2017-01-09 15:30:00,世界之窗,87,96
2017-01-09 15:35:00,世界之窗,107,87
2017-01-09 15:40:00,世界之窗,84,110
2017-01-09 15:45:00,世界之窗,85,83
2017-01-09 15:50:00,世界之窗,91,107
2017-01-09 15:55:00,世界之窗,89,100
2017-01-09 16:00:00,世界之窗,82,115
2017-01-09 16:05:00,世界之窗,99,102
2017-01-09 16:10:00,世界之窗,84,110
2017-01-09 16:15:00,世界之窗,111,115
2017-01-09 16:20:00,世界之窗,81,110
2017-01-09 16:25:00,世界之窗,138,109
2017-01-09 16:30:00,世界之窗,89,94
2017-01-09 16:35:00,世界之窗,126,132
2017-01-09 16:40:00,世界之窗,109,116
2017-01-09 16:45:00,世界之窗,106,142
2017-01-09 16:50:00,世界之窗,108,106
2017-01-09 16:55:00,世界之窗,124,151
2017-01-09 17:00:00,世界之窗,98,76
2017-01-09 17:05:00,世界之窗,111,112
2017-01-09 17:10:00,世界之窗,114,143
2017-01-09 17:15:00,世界之窗,122,114
2017-01-09 17:20:00,世界之窗,124,138
2017-01-09 17:25:00,世界之窗,132,151
2017-01-09 17:30:00,世界之窗,122,123
2017-01-09 17:35:00,世界之窗,161,106
2017-01-09 17:40:00,世界之窗,192,216
2017-01-09 17:45:00,世界之窗,161,186
2017-01-09 17:50:00,世界之窗,170,226
2017-01-09 17:55:00,世界之窗,160,283
2017-01-09 18:00:00,世界之窗,191,228
2017-01-09 18:05:00,世界之窗,198,306
2017-01-09 18:10:00,世界之窗,227,304
2017-01-09 18:15:00,世界之窗,197,250
2017-01-09 18:20:00,世界之窗,180,328
2017-01-09 18:25:00,世界之窗,206,379
2017-01-09 18:30:00,世界之窗,174,373
2017-01-09 18:35:00,世界之窗,171,367
2017-01-09 18:40:00,世界之窗,160,346
2017-01-09 18:45:00,世界之窗,164,459
2017-01-09 18:50:00,世界之窗,180,374
2017-01-09 18:55:00,世界之窗,151,347
2017-01-09 19:00:00,世界之窗,172,351
2017-01-09 19:05:00,世界之窗,180,384
2017-01-09 19:10:00,世界之窗,171,286
2017-01-09 19:15:00,世界之窗,135,258
2017-01-09 19:20:00,世界之窗,114,301
2017-01-09 19:25:00,世界之窗,113,285
2017-01-09 19:30:00,世界之窗,99,250
2017-01-09 19:35:00,世界之窗,124,222
2017-01-09 19:40:00,世界之窗,148,202
2017-01-09 19:45:00,世界之窗,164,256
2017-01-09 19:50:00,世界之窗,139,138
2017-01-09 19:55:00,世界之窗,120,232
2017-01-09 20:00:00,世界之窗,153,193
2017-01-09 20:05:00,世界之窗,152,119
2017-01-09 20:10:00,世界之窗,122,236
2017-01-09 20:15:00,世界之窗,124,160
2017-01-09 20:20:00,世界之窗,154,129
2017-01-09 20:25:00,世界之窗,140,199
2017-01-09 20:30:00,世界之窗,126,174
2017-01-09 20:35:00,世界之窗,99,165
2017-01-09 20:40:00,世界之窗,177,137
2017-01-09 20:45:00,世界之窗,113,186
2017-01-09 20:50:00,世界之窗,139,158
2017-01-09 20:55:00,世界之窗,142,92
2017-01-09 21:00:00,世界之窗,136,158
2017-01-09 21:05:00,世界之窗,145,161
2017-01-09 21:10:00,世界之窗,107,144
2017-01-09 21:15:00,世界之窗,138,127
2017-01-09 21:20:00,世界之窗,148,202
2017-01-09 21:25:00,世界之窗,169,140
2017-01-09 21:30:00,世界之窗,116,135
2017-01-09 21:35:00,世界之窗,141,178
2017-01-09 21:40:00,世界之窗,134,139
2017-01-09 21:45:00,世界之窗,119,57
2017-01-09 21:50:00,世界之窗,140,175
2017-01-09 21:55:00,世界之窗,118,81
2017-01-09 22:00:00,世界之窗,136,103
2017-01-09 22:05:00,世界之窗,183,51
2017-01-09 22:10:00,世界之窗,148,189
2017-01-09 22:15:00,世界之窗,86,128
2017-01-09 22:20:00,世界之窗,74,116
2017-01-09 22:25:00,世界之窗,53,98
2017-01-09 22:30:00,世界之窗,55,169
2017-01-09 22:35:00,世界之窗,55,78
2017-01-09 22:40:00,世界之窗,34,98
2017-01-09 22:45:00,世界之窗,35,138
2017-01-09 22:50:00,世界之窗,29,38
2017-01-09 22:55:00,世界之窗,30,94
2017-01-09 23:00:00,世界之窗,23,70
2017-01-09 23:05:00,世界之窗,31,62
2017-01-09 23:10:00,世界之窗,22,63
2017-01-09 23:15:00,世界之窗,14,35
2017-01-09 23:20:00,世界之窗,9,66
2017-01-09 23:25:00,世界之窗,13,49
2017-01-09 23:30:00,世界之窗,0,21
2017-01-09 23:35:00,世界之窗,1,15
2017-01-09 23:40:00,世界之窗,0,1
2017-01-10 05:25:00,世界之窗,1,1
2017-01-10 06:15:00,世界之窗,10,0
2017-01-10 06:20:00,世界之窗,9,0
2017-01-10 06:25:00,世界之窗,16,1
2017-01-10 06:30:00,世界之窗,27,0
2017-01-10 06:35:00,世界之窗,26,6
2017-01-10 06:40:00,世界之窗,28,4
2017-01-10 06:45:00,世界之窗,38,9
2017-01-10 06:50:00,世界之窗,51,14
2017-01-10 06:55:00,世界之窗,58,17
2017-01-10 07:00:00,世界之窗,53,14
2017-01-10 07:05:00,世界之窗,87,41
2017-01-10 07:10:00,世界之窗,94,30
2017-01-10 07:15:00,世界之窗,112,21
2017-01-10 07:20:00,世界之窗,109,58
2017-01-10 07:25:00,世界之窗,163,44
2017-01-10 07:30:00,世界之窗,161,32
2017-01-10 07:35:00,世界之窗,176,74
2017-01-10 07:40:00,世界之窗,243,61
2017-01-10 07:45:00,世界之窗,292,70
2017-01-10 07:50:00,世界之窗,284,93
2017-01-10 07:55:00,世界之窗,326,64
2017-01-10 08:00:00,世界之窗,368,96
2017-01-10 08:05:00,世界之窗,362,112
2017-01-10 08:10:00,世界之窗,485,126
2017-01-10 08:15:00,世界之窗,455,121
2017-01-10 08:20:00,世界之窗,501,128
2017-01-10 08:25:00,世界之窗,492,153
2017-01-10 08:30:00,世界之窗,561,113
2017-01-10 08:35:00,世界之窗,486,138
2017-01-10 08:40:00,世界之窗,408,171
2017-01-10 08:45:00,世界之窗,392,191
2017-01-10 08:50:00,世界之窗,330,210
2017-01-10 08:55:00,世界之窗,294,116
2017-01-10 09:00:00,世界之窗,295,174
2017-01-10 09:05:00,世界之窗,256,137
2017-01-10 09:10:00,世界之窗,242,101
2017-01-10 09:15:00,世界之窗,215,147
2017-01-10 09:20:00,世界之窗,180,136
2017-01-10 09:25:00,世界之窗,172,140
2017-01-10 09:30:00,世界之窗,167,111
2017-01-10 09:35:00,世界之窗,135,85
2017-01-10 09:40:00,世界之窗,125,75
2017-01-10 09:45:00,世界之窗,112,86
2017-01-10 09:50:00,世界之窗,80,102
2017-01-10 09:55:00,世界之窗,91,102
2017-01-10 10:00:00,世界之窗,80,91
2017-01-10 10:05:00,世界之窗,88,69
2017-01-10 10:10:00,世界之窗,89,70
2017-01-10 10:15:00,世界之窗,68,71
2017-01-10 10:20:00,世界之窗,64,77
2017-01-10 10:25:00,世界之窗,64,132
2017-01-10 10:30:00,世界之窗,92,82
2017-01-10 10:35:00,世界之窗,83,82
2017-01-10 10:40:00,世界之窗,85,81
2017-01-10 10:45:00,世界之窗,71,93
2017-01-10 10:50:00,世界之窗,66,78
2017-01-10 10:55:00,世界之窗,66,68
2017-01-10 11:00:00,世界之窗,68,93
2017-01-10 11:05:00,世界之窗,57,101
2017-01-10 11:10:00,世界之窗,74,72
2017-01-10 11:15:00,世界之窗,67,90
2017-01-10 11:20:00,世界之窗,79,66
2017-01-10 11:25:00,世界之窗,85,121
2017-01-10 11:30:00,世界之窗,60,80
2017-01-10 11:35:00,世界之窗,83,54
2017-01-10 11:40:00,世界之窗,91,118
2017-01-10 11:45:00,世界之窗,77,92
2017-01-10 11:50:00,世界之窗,62,110
2017-01-10 11:55:00,世界之窗,57,134
2017-01-10 12:00:00,世界之窗,87,84
2017-01-10 12:05:00,世界之窗,67,128
2017-01-10 12:10:00,世界之窗,64,126
2017-01-10 12:15:00,世界之窗,83,104
2017-01-10 12:20:00,世界之窗,80,134
2017-01-10 12:25:00,世界之窗,79,96
2017-01-10 12:30:00,世界之窗,94,114
2017-01-10 12:35:00,世界之窗,79,102
2017-01-10 12:40:00,世界之窗,96,95
2017-01-10 12:45:00,世界之窗,95,109
2017-01-10 12:50:00,世界之窗,86,83
2017-01-10 12:55:00,世界之窗,94,78
2017-01-10 13:00:00,世界之窗,92,86
2017-01-10 13:05:00,世界之窗,94,83
2017-01-10 13:10:00,世界之窗,146,45
2017-01-10 13:15:00,世界之窗,115,92
2017-01-10 13:20:00,世界之窗,140,110
2017-01-10 13:25:00,世界之窗,133,72
2017-01-10 13:30:00,世界之窗,110,92
2017-01-10 13:35:00,世界之窗,129,90
2017-01-10 13:40:00,世界之窗,111,82
2017-01-10 13:45:00,世界之窗,130,73
2017-01-10 13:50:00,世界之窗,95,113
2017-01-10 13:55:00,世界之窗,116,84
2017-01-10 14:00:00,世界之窗,120,88
2017-01-10 14:05:00,世界之窗,117,62
2017-01-10 14:10:00,世界之窗,113,92
2017-01-10 14:15:00,世界之窗,99,84
2017-01-10 14:20:00,世界之窗,131,82
2017-01-10 14:25:00,世界之窗,127,110
2017-01-10 14:30:00,世界之窗,113,88
2017-01-10 14:35:00,世界之窗,82,89
2017-01-10 14:40:00,世界之窗,81,109
2017-01-10 14:45:00,世界之窗,110,103
2017-01-10 14:50:00,世界之窗,85,108
2017-01-10 14:55:00,世界之窗,108,95
2017-01-10 15:00:00,世界之窗,136,37
2017-01-10 15:05:00,世界之窗,100,96
2017-01-10 15:10:00,世界之窗,107,96
2017-01-10 15:15:00,世界之窗,101,71
2017-01-10 15:20:00,世界之窗,98,105
2017-01-10 15:25:00,世界之窗,110,89
2017-01-10 15:30:00,世界之窗,123,95
2017-01-10 15:35:00,世界之窗,126,113
2017-01-10 15:40:00,世界之窗,119,111
2017-01-10 15:45:00,世界之窗,101,102
2017-01-10 15:50:00,世界之窗,100,61
2017-01-10 15:55:00,世界之窗,114,104
2017-01-10 16:00:00,世界之窗,132,107
2017-01-10 16:05:00,世界之窗,152,87
2017-01-10 16:10:00,世界之窗,128,81
2017-01-10 16:15:00,世界之窗,118,131
2017-01-10 16:20:00,世界之窗,124,107
2017-01-10 16:25:00,世界之窗,142,117
2017-01-10 16:30:00,世界之窗,136,81
2017-01-10 16:35:00,世界之窗,119,184
2017-01-10 16:40:00,世界之窗,119,127
2017-01-10 16:45:00,世界之窗,139,125
2017-01-10 16:50:00,世界之窗,116,103
2017-01-10 16:55:00,世界之窗,151,167
2017-01-10 17:00:00,世界之窗,101,137
2017-01-10 17:05:00,世界之窗,125,120
2017-01-10 17:10:00,世界之窗,202,131
2017-01-10 17:15:00,世界之窗,164,135
2017-01-10 17:20:00,世界之窗,128,120
2017-01-10 17:25:00,世界之窗,141,151
2017-01-10 17:30:00,世界之窗,147,173
2017-01-10 17:35:00,世界之窗,156,138
2017-01-10 17:40:00,世界之窗,156,200
2017-01-10 17:45:00,世界之窗,198,199
2017-01-10 17:50:00,世界之窗,140,239
2017-01-10 17:55:00,世界之窗,180,191
2017-01-10 18:00:00,世界之窗,175,289
2017-01-10 18:05:00,世界之窗,207,326
2017-01-10 18:10:00,世界之窗,238,274
2017-01-10 18:15:00,世界之窗,212,270
2017-01-10 18:20:00,世界之窗,217,331
2017-01-10 18:25:00,世界之窗,206,351
2017-01-10 18:30:00,世界之窗,179,476
2017-01-10 18:35:00,世界之窗,195,364
2017-01-10 18:40:00,世界之窗,197,395
2017-01-10 18:45:00,世界之窗,162,432
2017-01-10 18:50:00,世界之窗,190,447
2017-01-10 18:55:00,世界之窗,180,324
2017-01-10 19:00:00,世界之窗,187,386
2017-01-10 19:05:00,世界之窗,152,383
2017-01-10 19:10:00,世界之窗,178,303
2017-01-10 19:15:00,世界之窗,152,303
2017-01-10 19:20:00,世界之窗,150,293
2017-01-10 19:25:00,世界之窗,136,254
2017-01-10 19:30:00,世界之窗,159,274
2017-01-10 19:35:00,世界之窗,117,230
2017-01-10 19:40:00,世界之窗,126,230
2017-01-10 19:45:00,世界之窗,110,241
2017-01-10 19:50:00,世界之窗,132,186
2017-01-10 19:55:00,世界之窗,137,225
2017-01-10 20:00:00,世界之窗,121,137
2017-01-10 20:05:00,世界之窗,109,175
2017-01-10 20:10:00,世界之窗,151,173
2017-01-10 20:15:00,世界之窗,136,125
2017-01-10 20:20:00,世界之窗,116,163
2017-01-10 20:25:00,世界之窗,102,141
2017-01-10 20:30:00,世界之窗,162,210
2017-01-10 20:35:00,世界之窗,130,197
2017-01-10 20:40:00,世界之窗,137,147
2017-01-10 20:45:00,世界之窗,150,190
2017-01-10 20:50:00,世界之窗,159,169
2017-01-10 20:55:00,世界之窗,162,158
2017-01-10 21:00:00,世界之窗,116,163
2017-01-10 21:05:00,世界之窗,160,207
2017-01-10 21:10:00,世界之窗,162,142
2017-01-10 21:15:00,世界之窗,165,151
2017-01-10 21:20:00,世界之窗,117,193
2017-01-10 21:25:00,世界之窗,142,186
2017-01-10 21:30:00,世界之窗,143,134
2017-01-10 21:35:00,世界之窗,136,193
2017-01-10 21:40:00,世界之窗,138,179
2017-01-10 21:45:00,世界之窗,123,118
2017-01-10 21:50:00,世界之窗,123,88
2017-01-10 21:55:00,世界之窗,132,217
2017-01-10 22:00:00,世界之窗,165,75
2017-01-10 22:05:00,世界之窗,154,164
2017-01-10 22:10:00,世界之窗,122,85
2017-01-10 22:15:00,世界之窗,113,167
2017-01-10 22:20:00,世界之窗,89,102
2017-01-10 22:25:00,世界之窗,69,138
2017-01-10 22:30:00,世界之窗,57,136
2017-01-10 22:35:00,世界之窗,96,94
2017-01-10 22:40:00,世界之窗,43,126
2017-01-10 22:45:00,世界之窗,37,161
2017-01-10 22:50:00,世界之窗,29,12
2017-01-10 22:55:00,世界之窗,19,124
2017-01-10 23:00:00,世界之窗,37,80
2017-01-10 23:05:00,世界之窗,22,59
2017-01-10 23:10:00,世界之窗,18,49
2017-01-10 23:15:00,世界之窗,15,36
2017-01-10 23:20:00,世界之窗,17,54
2017-01-10 23:25:00,世界之窗,7,36
2017-01-10 23:30:00,世界之窗,3,33
2017-01-10 23:35:00,世界之窗,0,15
2017-01-10 23:40:00,世界之窗,0,1
2017-01-11 00:55:00,世界之窗,1,0
2017-01-11 06:15:00,世界之窗,15,0
2017-01-11 06:20:00,世界之窗,7,0
2017-01-11 06:25:00,世界之窗,14,1
2017-01-11 06:30:00,世界之窗,21,0
2017-01-11 06:35:00,世界之窗,29,4
2017-01-11 06:40:00,世界之窗,25,2
2017-01-11 06:45:00,世界之窗,20,7
2017-01-11 06:50:00,世界之窗,40,6
2017-01-11 06:55:00,世界之窗,34,10
2017-01-11 07:00:00,世界之窗,54,13
2017-01-11 07:05:00,世界之窗,44,25
2017-01-11 07:10:00,世界之窗,105,31
2017-01-11 07:15:00,世界之窗,84,28
2017-01-11 07:20:00,世界之窗,98,42
2017-01-11 07:25:00,世界之窗,146,44
2017-01-11 07:30:00,世界之窗,123,20
2017-01-11 07:35:00,世界之窗,177,56
2017-01-11 07:40:00,世界之窗,254,68
2017-01-11 07:45:00,世界之窗,220,70
2017-01-11 07:50:00,世界之窗,324,84
2017-01-11 07:55:00,世界之窗,296,66
2017-01-11 08:00:00,世界之窗,381,85
2017-01-11 08:05:00,世界之窗,344,108
2017-01-11 08:10:00,世界之窗,462,93
2017-01-11 08:15:00,世界之窗,463,119
2017-01-11 08:20:00,世界之窗,470,118
2017-01-11 08:25:00,世界之窗,549,135
2017-01-11 08:30:00,世界之窗,443,134
2017-01-11 08:35:00,世界之窗,549,142
2017-01-11 08:40:00,世界之窗,459,197
2017-01-11 08:45:00,世界之窗,374,159
2017-01-11 08:50:00,世界之窗,348,144
2017-01-11 08:55:00,世界之窗,284,179
2017-01-11 09:00:00,世界之窗,311,133
2017-01-11 09:05:00,世界之窗,256,97
2017-01-11 09:10:00,世界之窗,258,116
2017-01-11 09:15:00,世界之窗,229,138
2017-01-11 09:20:00,世界之窗,166,129
2017-01-11 09:25:00,世界之窗,187,112
2017-01-11 09:30:00,世界之窗,147,136
2017-01-11 09:35:00,世界之窗,150,97
2017-01-11 09:40:00,世界之窗,125,88
2017-01-11 09:45:00,世界之窗,139,112
2017-01-11 09:50:00,世界之窗,104,94
2017-01-11 09:55:00,世界之窗,110,82
2017-01-11 10:00:00,世界之窗,99,108
2017-01-11 10:05:00,世界之窗,109,86
2017-01-11 10:10:00,世界之窗,78,95
2017-01-11 10:15:00,世界之窗,61,62
2017-01-11 10:20:00,世界之窗,100,108
2017-01-11 10:25:00,世界之窗,82,88
2017-01-11 10:30:00,世界之窗,73,119
2017-01-11 10:35:00,世界之窗,78,102
2017-01-11 10:40:00,世界之窗,68,113
2017-01-11 10:45:00,世界之窗,85,74
2017-01-11 10:50:00,世界之窗,69,95
2017-01-11 10:55:00,世界之窗,60,78
2017-01-11 11:00:00,世界之窗,61,86
2017-01-11 11:05:00,世界之窗,70,63
2017-01-11 11:10:00,世界之窗,72,60
2017-01-11 11:15:00,世界之窗,71,101
2017-01-11 11:20:00,世界之窗,74,82
2017-01-11 11:25:00,世界之窗,70,114
2017-01-11 11:30:00,世界之窗,92,64
2017-01-11 11:35:00,世界之窗,91,83
2017-01-11 11:40:00,世界之窗,94,105
2017-01-11 11:45:00,世界之窗,48,105
2017-01-11 11:50:00,世界之窗,49,95
2017-01-11 11:55:00,世界之窗,75,81
2017-01-11 12:00:00,世界之窗,77,115
2017-01-11 12:05:00,世界之窗,82,66
2017-01-11 12:10:00,世界之窗,87,146
2017-01-11 12:15:00,世界之窗,73,118
2017-01-11 12:20:00,世界之窗,77,81
2017-01-11 12:25:00,世界之窗,92,125
2017-01-11 12:30:00,世界之窗,77,105
2017-01-11 12:35:00,世界之窗,89,135
2017-01-11 12:40:00,世界之窗,75,102
2017-01-11 12:45:00,世界之窗,88,121
2017-01-11 12:50:00,世界之窗,103,125
2017-01-11 12:55:00,世界之窗,95,136
2017-01-11 13:00:00,世界之窗,87,85
2017-01-11 13:05:00,世界之窗,106,104
2017-01-11 13:10:00,世界之窗,126,74
2017-01-11 13:15:00,世界之窗,129,98
2017-01-11 13:20:00,世界之窗,134,69
2017-01-11 13:25:00,世界之窗,122,112
2017-01-11 13:30:00,世界之窗,117,84
2017-01-11 13:35:00,世界之窗,120,105
2017-01-11 13:40:00,世界之窗,112,99
2017-01-11 13:45:00,世界之窗,104,110
2017-01-11 13:50:00,世界之窗,140,125
2017-01-11 13:55:00,世界之窗,99,110
2017-01-11 14:00:00,世界之窗,91,95
2017-01-11 14:05:00,世界之窗,126,47
2017-01-11 14:10:00,世界之窗,104,140
2017-01-11 14:15:00,世界之窗,95,136
2017-01-11 14:20:00,世界之窗,95,74
2017-01-11 14:25:00,世界之窗,149,84
2017-01-11 14:30:00,世界之窗,113,120
2017-01-11 14:35:00,世界之窗,121,101
2017-01-11 14:40:00,世界之窗,136,109
2017-01-11 14:45:00,世界之窗,85,104
2017-01-11 14:50:00,世界之窗,91,121
2017-01-11 14:55:00,世界之窗,108,88
2017-01-11 15:00:00,世界之窗,115,96
2017-01-11 15:05:00,世界之窗,97,118
2017-01-11 15:10:00,世界之窗,101,77
2017-01-11 15:15:00,世界之窗,105,87
2017-01-11 15:20:00,世界之窗,129,129
2017-01-11 15:25:00,世界之窗,88,108
2017-01-11 15:30:00,世界之窗,97,92
2017-01-11 15:35:00,世界之窗,118,84
2017-01-11 15:40:00,世界之窗,103,101
2017-01-11 15:45:00,世界之窗,124,72
2017-01-11 15:50:00,世界之窗,121,117
2017-01-11 15:55:00,世界之窗,94,95
2017-01-11 16:00:00,世界之窗,134,101
2017-01-11 16:05:00,世界之窗,121,114
2017-01-11 16:10:00,世界之窗,118,100
2017-01-11 16:15:00,世界之窗,134,127
2017-01-11 16:20:00,世界之窗,105,114
2017-01-11 16:25:00,世界之窗,140,100
2017-01-11 16:30:00,世界之窗,126,146
2017-01-11 16:35:00,世界之窗,145,121
2017-01-11 16:40:00,世界之窗,113,123
2017-01-11 16:45:00,世界之窗,136,105
2017-01-11 16:50:00,世界之窗,169,112
2017-01-11 16:55:00,世界之窗,142,134
2017-01-11 17:00:00,世界之窗,114,105
2017-01-11 17:05:00,世界之窗,132,143
2017-01-11 17:10:00,世界之窗,142,145
2017-01-11 17:15:00,世界之窗,122,170
2017-01-11 17:20:00,世界之窗,142,107
2017-01-11 17:25:00,世界之窗,154,205
2017-01-11 17:30:00,世界之窗,164,148
2017-01-11 17:35:00,世界之窗,147,169
2017-01-11 17:40:00,世界之窗,174,171
2017-01-11 17:45:00,世界之窗,166,227
2017-01-11 17:50:00,世界之窗,146,239
2017-01-11 17:55:00,世界之窗,155,264
2017-01-11 18:00:00,世界之窗,190,312
2017-01-11 18:05:00,世界之窗,220,283
2017-01-11 18:10:00,世界之窗,208,335
2017-01-11 18:15:00,世界之窗,216,323
2017-01-11 18:20:00,世界之窗,226,344
2017-01-11 18:25:00,世界之窗,207,375
2017-01-11 18:30:00,世界之窗,195,357
2017-01-11 18:35:00,世界之窗,176,508
2017-01-11 18:40:00,世界之窗,187,417
2017-01-11 18:45:00,世界之窗,186,383
2017-01-11 18:50:00,世界之窗,198,392
2017-01-11 18:55:00,世界之窗,144,333
2017-01-11 19:00:00,世界之窗,166,334
2017-01-11 19:05:00,世界之窗,168,418
2017-01-11 19:10:00,世界之窗,132,249
2017-01-11 19:15:00,世界之窗,143,337
2017-01-11 19:20:00,世界之窗,154,239
2017-01-11 19:25:00,世界之窗,129,315
2017-01-11 19:30:00,世界之窗,147,258
2017-01-11 19:35:00,世界之窗,127,201
2017-01-11 19:40:00,世界之窗,126,220
2017-01-11 19:45:00,世界之窗,102,228
2017-01-11 19:50:00,世界之窗,137,221
2017-01-11 19:55:00,世界之窗,134,192
2017-01-11 20:00:00,世界之窗,123,152
2017-01-11 20:05:00,世界之窗,173,198
