time,station,in-flow,out-flow
2017-01-01 00:00:00,世界之窗,384,62
2017-01-01 00:05:00,世界之窗,732,59
2017-01-01 00:10:00,世界之窗,730,18
2017-01-01 00:15:00,世界之窗,437,65
2017-01-01 00:20:00,世界之窗,233,20
2017-01-01 00:25:00,世界之窗,106,16
2017-01-01 00:30:00,世界之窗,81,28
2017-01-01 00:35:00,世界之窗,48,88
2017-01-01 00:40:00,世界之窗,53,29
2017-01-01 00:45:00,世界之窗,44,51
2017-01-01 00:50:00,世界之窗,34,8
2017-01-01 00:55:00,世界之窗,10,12
2017-01-01 01:00:00,世界之窗,8,19
2017-01-01 01:05:00,世界之窗,0,20
2017-01-01 01:15:00,世界之窗,0,4
2017-01-01 06:10:00,世界之窗,3,0
2017-01-01 06:15:00,世界之窗,12,0
2017-01-01 06:20:00,世界之窗,13,0
2017-01-01 06:25:00,世界之窗,10,0
2017-01-01 06:30:00,世界之窗,13,1
2017-01-01 06:35:00,世界之窗,27,2
2017-01-01 06:40:00,世界之窗,24,2
2017-01-01 06:45:00,世界之窗,20,6
2017-01-01 06:50:00,世界之窗,53,7
2017-01-01 06:55:00,世界之窗,17,7
2017-01-01 07:00:00,世界之窗,40,13
2017-01-01 07:05:00,世界之窗,35,12
2017-01-01 07:10:00,世界之窗,59,23
2017-01-01 07:15:00,世界之窗,55,18
2017-01-01 07:20:00,世界之窗,43,22
2017-01-01 07:25:00,世界之窗,74,25
2017-01-01 07:30:00,世界之窗,54,14
2017-01-01 07:35:00,世界之窗,51,23
2017-01-01 07:40:00,世界之窗,57,21
2017-01-01 07:45:00,世界之窗,70,35
2017-01-01 07:50:00,世界之窗,38,26
2017-01-01 07:55:00,世界之窗,62,38
2017-01-01 08:00:00,世界之窗,92,26
2017-01-01 08:05:00,世界之窗,84,43
2017-01-01 08:10:00,世界之窗,85,41
2017-01-01 08:15:00,世界之窗,92,46
2017-01-01 08:20:00,世界之窗,90,79
2017-01-01 08:25:00,世界之窗,99,53
2017-01-01 08:30:00,世界之窗,87,45
2017-01-01 08:35:00,世界之窗,92,92
2017-01-01 08:40:00,世界之窗,95,91
2017-01-01 08:45:00,世界之窗,94,61
2017-01-01 08:50:00,世界之窗,84,129
2017-01-01 08:55:00,世界之窗,82,93
2017-01-01 09:00:00,世界之窗,85,84
2017-01-01 09:05:00,世界之窗,93,102
2017-01-01 09:10:00,世界之窗,113,122
2017-01-01 09:15:00,世界之窗,91,115
2017-01-01 09:20:00,世界之窗,107,122
2017-01-01 09:25:00,世界之窗,96,100
2017-01-01 09:30:00,世界之窗,103,110
2017-01-01 09:35:00,世界之窗,97,173
2017-01-01 09:40:00,世界之窗,101,162
2017-01-01 09:45:00,世界之窗,108,230
2017-01-01 09:50:00,世界之窗,133,177
2017-01-01 09:55:00,世界之窗,87,149
2017-01-01 10:00:00,世界之窗,108,189
2017-01-01 10:05:00,世界之窗,102,238
2017-01-01 10:10:00,世界之窗,123,172
2017-01-01 10:15:00,世界之窗,99,251
2017-01-01 10:20:00,世界之窗,159,147
2017-01-01 10:25:00,世界之窗,127,258
2017-01-01 10:30:00,世界之窗,137,227
2017-01-01 10:35:00,世界之窗,118,221
2017-01-01 10:40:00,世界之窗,104,223
2017-01-01 10:45:00,世界之窗,117,291
2017-01-01 10:50:00,世界之窗,144,241
2017-01-01 10:55:00,世界之窗,128,207
2017-01-01 11:00:00,世界之窗,126,263
2017-01-01 11:05:00,世界之窗,103,267
2017-01-01 11:10:00,世界之窗,130,203
2017-01-01 11:15:00,世界之窗,151,272
2017-01-01 11:20:00,世界之窗,171,243
2017-01-01 11:25:00,世界之窗,172,259
2017-01-01 11:30:00,世界之窗,120,254
2017-01-01 11:35:00,世界之窗,122,240
2017-01-01 11:40:00,世界之窗,120,208
2017-01-01 11:45:00,世界之窗,153,257
2017-01-01 11:50:00,世界之窗,145,248
2017-01-01 11:55:00,世界之窗,122,209
2017-01-01 12:00:00,世界之窗,150,245
2017-01-01 12:05:00,世界之窗,140,253
2017-01-01 12:10:00,世界之窗,177,235
2017-01-01 12:15:00,世界之窗,133,260
2017-01-01 12:20:00,世界之窗,150,220
2017-01-01 12:25:00,世界之窗,193,197
2017-01-01 12:30:00,世界之窗,173,228
2017-01-01 12:35:00,世界之窗,168,204
2017-01-01 12:40:00,世界之窗,203,213
2017-01-01 12:45:00,世界之窗,154,218
2017-01-01 12:50:00,世界之窗,169,251
2017-01-01 12:55:00,世界之窗,179,204
2017-01-01 13:00:00,世界之窗,166,168
2017-01-01 13:05:00,世界之窗,175,211
2017-01-01 13:10:00,世界之窗,174,184
2017-01-01 13:15:00,世界之窗,193,277
2017-01-01 13:20:00,世界之窗,188,235
2017-01-01 13:25:00,世界之窗,212,207
2017-01-01 13:30:00,世界之窗,201,269
2017-01-01 13:35:00,世界之窗,215,261
2017-01-01 13:40:00,世界之窗,190,205
2017-01-01 13:45:00,世界之窗,239,267
2017-01-01 13:50:00,世界之窗,209,247
2017-01-01 13:55:00,世界之窗,215,280
2017-01-01 14:00:00,世界之窗,213,230
2017-01-01 14:05:00,世界之窗,259,234
2017-01-01 14:10:00,世界之窗,218,356
2017-01-01 14:15:00,世界之窗,203,282
2017-01-01 14:20:00,世界之窗,254,243
2017-01-01 14:25:00,世界之窗,260,252
2017-01-01 14:30:00,世界之窗,221,252
2017-01-01 14:35:00,世界之窗,282,284
2017-01-01 14:40:00,世界之窗,242,224
2017-01-01 14:45:00,世界之窗,244,310
2017-01-01 14:50:00,世界之窗,247,305
2017-01-01 14:55:00,世界之窗,236,283
2017-01-01 15:00:00,世界之窗,285,252
2017-01-01 15:05:00,世界之窗,192,251
2017-01-01 15:10:00,世界之窗,269,280
2017-01-01 15:15:00,世界之窗,295,346
2017-01-01 15:20:00,世界之窗,240,226
2017-01-01 15:25:00,世界之窗,279,228
2017-01-01 15:30:00,世界之窗,284,349
2017-01-01 15:35:00,世界之窗,245,265
2017-01-01 15:40:00,世界之窗,283,270
2017-01-01 15:45:00,世界之窗,234,406
2017-01-01 15:50:00,世界之窗,278,256
2017-01-01 15:55:00,世界之窗,295,314
2017-01-01 16:00:00,世界之窗,297,256
2017-01-01 16:05:00,世界之窗,270,224
2017-01-01 16:10:00,世界之窗,270,385
2017-01-01 16:15:00,世界之窗,267,220
2017-01-01 16:20:00,世界之窗,277,258
2017-01-01 16:25:00,世界之窗,321,238
2017-01-01 16:30:00,世界之窗,287,328
2017-01-01 16:35:00,世界之窗,276,293
2017-01-01 16:40:00,世界之窗,266,260
2017-01-01 16:45:00,世界之窗,296,219
2017-01-01 16:50:00,世界之窗,267,340
2017-01-01 16:55:00,世界之窗,310,289
2017-01-01 17:00:00,世界之窗,285,281
2017-01-01 17:05:00,世界之窗,319,219
2017-01-01 17:10:00,世界之窗,269,358
2017-01-01 17:15:00,世界之窗,334,326
2017-01-01 17:20:00,世界之窗,333,247
2017-01-01 17:25:00,世界之窗,285,271
2017-01-01 17:30:00,世界之窗,367,280
2017-01-01 17:35:00,世界之窗,329,380
2017-01-01 17:40:00,世界之窗,309,248
2017-01-01 17:45:00,世界之窗,297,372
2017-01-01 17:50:00,世界之窗,363,286
2017-01-01 17:55:00,世界之窗,304,404
2017-01-01 18:00:00,世界之窗,293,287
2017-01-01 18:05:00,世界之窗,267,308
2017-01-01 18:10:00,世界之窗,321,351
2017-01-01 18:15:00,世界之窗,338,301
2017-01-01 18:20:00,世界之窗,341,272
2017-01-01 18:25:00,世界之窗,345,297
2017-01-01 18:30:00,世界之窗,298,358
2017-01-01 18:35:00,世界之窗,286,209
2017-01-01 18:40:00,世界之窗,303,319
2017-01-01 18:45:00,世界之窗,299,269
2017-01-01 18:50:00,世界之窗,312,337
2017-01-01 18:55:00,世界之窗,275,309
2017-01-01 19:00:00,世界之窗,285,268
2017-01-01 19:05:00,世界之窗,264,292
2017-01-01 19:10:00,世界之窗,252,196
2017-01-01 19:15:00,世界之窗,314,298
2017-01-01 19:20:00,世界之窗,317,199
2017-01-01 19:25:00,世界之窗,236,176
2017-01-01 19:30:00,世界之窗,252,374
2017-01-01 19:35:00,世界之窗,236,217
2017-01-01 19:40:00,世界之窗,232,248
2017-01-01 19:45:00,世界之窗,262,268
2017-01-01 19:50:00,世界之窗,258,190
2017-01-01 19:55:00,世界之窗,256,172
2017-01-01 20:00:00,世界之窗,264,238
2017-01-01 20:05:00,世界之窗,269,174
2017-01-01 20:10:00,世界之窗,239,218
2017-01-01 20:15:00,世界之窗,302,167
2017-01-01 20:20:00,世界之窗,277,247
2017-01-01 20:25:00,世界之窗,257,182
2017-01-01 20:30:00,世界之窗,281,181
2017-01-01 20:35:00,世界之窗,279,149
2017-01-01 20:40:00,世界之窗,265,194
2017-01-01 20:45:00,世界之窗,327,196
2017-01-01 20:50:00,世界之窗,210,171
2017-01-01 20:55:00,世界之窗,321,178
2017-01-01 21:00:00,世界之窗,360,175
2017-01-01 21:05:00,世界之窗,376,162
2017-01-01 21:10:00,世界之窗,379,175
2017-01-01 21:15:00,世界之窗,306,134
2017-01-01 21:20:00,世界之窗,327,182
2017-01-01 21:25:00,世界之窗,330,250
2017-01-01 21:30:00,世界之窗,337,185
2017-01-01 21:35:00,世界之窗,361,98
2017-01-01 21:40:00,世界之窗,299,188
2017-01-01 21:45:00,世界之窗,312,123
2017-01-01 21:50:00,世界之窗,264,153
2017-01-01 21:55:00,世界之窗,308,185
2017-01-01 22:00:00,世界之窗,263,107
2017-01-01 22:05:00,世界之窗,266,148
2017-01-01 22:10:00,世界之窗,237,134
2017-01-01 22:15:00,世界之窗,240,92
2017-01-01 22:20:00,世界之窗,223,113
2017-01-01 22:25:00,世界之窗,228,148
2017-01-01 22:30:00,世界之窗,316,142
2017-01-01 22:35:00,世界之窗,290,141
2017-01-01 22:40:00,世界之窗,195,94
2017-01-01 22:45:00,世界之窗,169,104
2017-01-01 22:50:00,世界之窗,122,99
2017-01-01 22:55:00,世界之窗,75,141
2017-01-01 23:00:00,世界之窗,69,50
2017-01-01 23:05:00,世界之窗,53,104
2017-01-01 23:10:00,世界之窗,46,69
2017-01-01 23:15:00,世界之窗,33,115
2017-01-01 23:20:00,世界之窗,20,47
2017-01-01 23:25:00,世界之窗,32,54
2017-01-01 23:30:00,世界之窗,30,32
2017-01-01 23:35:00,世界之窗,15,39
2017-01-01 23:40:00,世界之窗,9,18
2017-01-01 23:45:00,世界之窗,9,7
2017-01-01 23:50:00,世界之窗,12,28
2017-01-01 23:55:00,世界之窗,7,33
2017-01-02 00:00:00,世界之窗,3,4
2017-01-02 00:05:00,世界之窗,6,19
2017-01-02 00:10:00,世界之窗,3,4
2017-01-02 00:15:00,世界之窗,2,9
2017-01-02 00:20:00,世界之窗,10,9
2017-01-02 00:25:00,世界之窗,6,4
2017-01-02 00:30:00,世界之窗,0,5
2017-01-02 00:35:00,世界之窗,0,5
2017-01-02 00:40:00,世界之窗,0,3
2017-01-02 05:35:00,世界之窗,1,0
2017-01-02 06:15:00,世界之窗,7,0
2017-01-02 06:20:00,世界之窗,11,0
2017-01-02 06:25:00,世界之窗,11,0
2017-01-02 06:30:00,世界之窗,17,1
2017-01-02 06:35:00,世界之窗,17,4
2017-01-02 06:40:00,世界之窗,19,1
2017-01-02 06:45:00,世界之窗,7,5
2017-01-02 06:50:00,世界之窗,20,5
2017-01-02 06:55:00,世界之窗,26,8
2017-01-02 07:00:00,世界之窗,26,16
2017-01-02 07:05:00,世界之窗,34,24
2017-01-02 07:10:00,世界之窗,64,12
2017-01-02 07:15:00,世界之窗,52,12
2017-01-02 07:20:00,世界之窗,55,16
2017-01-02 07:25:00,世界之窗,44,12
2017-01-02 07:30:00,世界之窗,72,18
2017-01-02 07:35:00,世界之窗,43,25
2017-01-02 07:40:00,世界之窗,56,17
2017-01-02 07:45:00,世界之窗,43,31
2017-01-02 07:50:00,世界之窗,61,18
2017-01-02 07:55:00,世界之窗,67,60
2017-01-02 08:00:00,世界之窗,68,19
2017-01-02 08:05:00,世界之窗,75,34
2017-01-02 08:10:00,世界之窗,80,69
2017-01-02 08:15:00,世界之窗,79,41
2017-01-02 08:20:00,世界之窗,98,61
2017-01-02 08:25:00,世界之窗,89,77
2017-01-02 08:30:00,世界之窗,85,47
2017-01-02 08:35:00,世界之窗,104,107
2017-01-02 08:40:00,世界之窗,95,94
2017-01-02 08:45:00,世界之窗,105,72
2017-01-02 08:50:00,世界之窗,76,150
2017-01-02 08:55:00,世界之窗,67,86
2017-01-02 09:00:00,世界之窗,87,73
2017-01-02 09:05:00,世界之窗,85,106
2017-01-02 09:10:00,世界之窗,101,61
2017-01-02 09:15:00,世界之窗,69,145
2017-01-02 09:20:00,世界之窗,80,97
2017-01-02 09:25:00,世界之窗,82,81
2017-01-02 09:30:00,世界之窗,83,106
2017-01-02 09:35:00,世界之窗,95,134
2017-01-02 09:40:00,世界之窗,84,109
2017-01-02 09:45:00,世界之窗,62,110
2017-01-02 09:50:00,世界之窗,74,79
2017-01-02 09:55:00,世界之窗,85,136
2017-01-02 10:00:00,世界之窗,93,160
2017-01-02 10:05:00,世界之窗,88,85
2017-01-02 10:10:00,世界之窗,78,122
2017-01-02 10:15:00,世界之窗,94,144
2017-01-02 10:20:00,世界之窗,99,114
2017-01-02 10:25:00,世界之窗,105,155
2017-01-02 10:30:00,世界之窗,113,94
2017-01-02 10:35:00,世界之窗,108,136
2017-01-02 10:40:00,世界之窗,106,149
2017-01-02 10:45:00,世界之窗,121,133
2017-01-02 10:50:00,世界之窗,117,149
2017-01-02 10:55:00,世界之窗,135,222
2017-01-02 11:00:00,世界之窗,135,121
2017-01-02 11:05:00,世界之窗,157,127
2017-01-02 11:10:00,世界之窗,148,160
2017-01-02 11:15:00,世界之窗,138,170
2017-01-02 11:20:00,世界之窗,106,117
2017-01-02 11:25:00,世界之窗,111,205
2017-01-02 11:30:00,世界之窗,114,125
2017-01-02 11:35:00,世界之窗,110,191
2017-01-02 11:40:00,世界之窗,95,194
2017-01-02 11:45:00,世界之窗,99,167
2017-01-02 11:50:00,世界之窗,112,191
2017-01-02 11:55:00,世界之窗,100,141
2017-01-02 12:00:00,世界之窗,110,156
2017-01-02 12:05:00,世界之窗,102,122
2017-01-02 12:10:00,世界之窗,127,171
2017-01-02 12:15:00,世界之窗,135,146
2017-01-02 12:20:00,世界之窗,81,126
2017-01-02 12:25:00,世界之窗,110,195
2017-01-02 12:30:00,世界之窗,107,165
2017-01-02 12:35:00,世界之窗,117,134
2017-01-02 12:40:00,世界之窗,116,151
2017-01-02 12:45:00,世界之窗,116,161
2017-01-02 12:50:00,世界之窗,131,174
2017-01-02 12:55:00,世界之窗,122,110
2017-01-02 13:00:00,世界之窗,150,145
2017-01-02 13:05:00,世界之窗,150,169
2017-01-02 13:10:00,世界之窗,124,131
2017-01-02 13:15:00,世界之窗,126,152
2017-01-02 13:20:00,世界之窗,126,164
2017-01-02 13:25:00,世界之窗,148,188
2017-01-02 13:30:00,世界之窗,166,199
2017-01-02 13:35:00,世界之窗,176,178
2017-01-02 13:40:00,世界之窗,163,127
2017-01-02 13:45:00,世界之窗,158,193
2017-01-02 13:50:00,世界之窗,139,186
2017-01-02 13:55:00,世界之窗,191,162
2017-01-02 14:00:00,世界之窗,181,185
2017-01-02 14:05:00,世界之窗,164,194
2017-01-02 14:10:00,世界之窗,164,137
2017-01-02 14:15:00,世界之窗,207,219
2017-01-02 14:20:00,世界之窗,152,138
2017-01-02 14:25:00,世界之窗,224,269
2017-01-02 14:30:00,世界之窗,179,229
2017-01-02 14:35:00,世界之窗,186,252
2017-01-02 14:40:00,世界之窗,208,183
2017-01-02 14:45:00,世界之窗,167,236
2017-01-02 14:50:00,世界之窗,190,170
2017-01-02 14:55:00,世界之窗,225,270
2017-01-02 15:00:00,世界之窗,199,176
2017-01-02 15:05:00,世界之窗,173,175
2017-01-02 15:10:00,世界之窗,205,218
2017-01-02 15:15:00,世界之窗,186,248
2017-01-02 15:20:00,世界之窗,211,240
2017-01-02 15:25:00,世界之窗,176,229
2017-01-02 15:30:00,世界之窗,189,210
2017-01-02 15:35:00,世界之窗,208,195
2017-01-02 15:40:00,世界之窗,165,226
2017-01-02 15:45:00,世界之窗,177,182
2017-01-02 15:50:00,世界之窗,190,277
2017-01-02 15:55:00,世界之窗,205,173
2017-01-02 16:00:00,世界之窗,201,193
2017-01-02 16:05:00,世界之窗,209,187
2017-01-02 16:10:00,世界之窗,218,189
2017-01-02 16:15:00,世界之窗,201,187
2017-01-02 16:20:00,世界之窗,211,193
2017-01-02 16:25:00,世界之窗,220,236
2017-01-02 16:30:00,世界之窗,226,190
2017-01-02 16:35:00,世界之窗,192,204
2017-01-02 16:40:00,世界之窗,206,172
2017-01-02 16:45:00,世界之窗,189,227
2017-01-02 16:50:00,世界之窗,209,211
2017-01-02 16:55:00,世界之窗,227,173
2017-01-02 17:00:00,世界之窗,207,199
2017-01-02 17:05:00,世界之窗,200,218
2017-01-02 17:10:00,世界之窗,191,252
2017-01-02 17:15:00,世界之窗,237,210
2017-01-02 17:20:00,世界之窗,233,175
2017-01-02 17:25:00,世界之窗,211,241
2017-01-02 17:30:00,世界之窗,233,186
2017-01-02 17:35:00,世界之窗,194,246
2017-01-02 17:40:00,世界之窗,205,226
2017-01-02 17:45:00,世界之窗,212,224
2017-01-02 17:50:00,世界之窗,255,188
2017-01-02 17:55:00,世界之窗,206,217
2017-01-02 18:00:00,世界之窗,213,206
2017-01-02 18:05:00,世界之窗,222,263
2017-01-02 18:10:00,世界之窗,209,200
2017-01-02 18:15:00,世界之窗,231,184
2017-01-02 18:20:00,世界之窗,230,290
2017-01-02 18:25:00,世界之窗,183,257
2017-01-02 18:30:00,世界之窗,207,232
2017-01-02 18:35:00,世界之窗,203,235
2017-01-02 18:40:00,世界之窗,208,207
2017-01-02 18:45:00,世界之窗,214,176
2017-01-02 18:50:00,世界之窗,204,232
2017-01-02 18:55:00,世界之窗,188,193
2017-01-02 19:00:00,世界之窗,164,205
2017-01-02 19:05:00,世界之窗,198,234
2017-01-02 19:10:00,世界之窗,169,215
2017-01-02 19:15:00,世界之窗,199,158
2017-01-02 19:20:00,世界之窗,179,154
2017-01-02 19:25:00,世界之窗,197,255
2017-01-02 19:30:00,世界之窗,199,188
2017-01-02 19:35:00,世界之窗,183,163
2017-01-02 19:40:00,世界之窗,138,137
2017-01-02 19:45:00,世界之窗,176,170
2017-01-02 19:50:00,世界之窗,177,162
2017-01-02 19:55:00,世界之窗,160,132
2017-01-02 20:00:00,世界之窗,160,169
2017-01-02 20:05:00,世界之窗,149,185
2017-01-02 20:10:00,世界之窗,172,138
2017-01-02 20:15:00,世界之窗,170,181
2017-01-02 20:20:00,世界之窗,142,141
2017-01-02 20:25:00,世界之窗,194,125
2017-01-02 20:30:00,世界之窗,158,171
2017-01-02 20:35:00,世界之窗,181,164
2017-01-02 20:40:00,世界之窗,199,107
2017-01-02 20:45:00,世界之窗,146,148
2017-01-02 20:50:00,世界之窗,162,109
2017-01-02 20:55:00,世界之窗,198,120
2017-01-02 21:00:00,世界之窗,235,149
2017-01-02 21:05:00,世界之窗,194,139
2017-01-02 21:10:00,世界之窗,186,118
2017-01-02 21:15:00,世界之窗,199,126
2017-01-02 21:20:00,世界之窗,187,108
2017-01-02 21:25:00,世界之窗,191,201
2017-01-02 21:30:00,世界之窗,163,125
2017-01-02 21:35:00,世界之窗,172,122
2017-01-02 21:40:00,世界之窗,164,173
2017-01-02 21:45:00,世界之窗,154,89
2017-01-02 21:50:00,世界之窗,131,157
2017-01-02 21:55:00,世界之窗,137,111
2017-01-02 22:00:00,世界之窗,197,66
2017-01-02 22:05:00,世界之窗,152,139
2017-01-02 22:10:00,世界之窗,151,59
2017-01-02 22:15:00,世界之窗,123,154
2017-01-02 22:20:00,世界之窗,131,38
2017-01-02 22:25:00,世界之窗,112,139
2017-01-02 22:30:00,世界之窗,107,70
2017-01-02 22:35:00,世界之窗,89,101
2017-01-02 22:40:00,世界之窗,59,90
2017-01-02 22:45:00,世界之窗,55,83
2017-01-02 22:50:00,世界之窗,32,70
2017-01-02 22:55:00,世界之窗,51,99
2017-01-02 23:00:00,世界之窗,15,58
2017-01-02 23:05:00,世界之窗,26,34
2017-01-02 23:10:00,世界之窗,26,42
2017-01-02 23:15:00,世界之窗,12,71
2017-01-02 23:20:00,世界之窗,14,40
2017-01-02 23:25:00,世界之窗,10,36
2017-01-02 23:30:00,世界之窗,3,26
2017-01-02 23:35:00,世界之窗,0,9
2017-01-02 23:40:00,世界之窗,0,7
2017-01-03 00:00:00,世界之窗,0,1
2017-01-03 01:05:00,世界之窗,1,0
2017-01-03 06:15:00,世界之窗,6,0
2017-01-03 06:20:00,世界之窗,21,0
2017-01-03 06:25:00,世界之窗,20,0
2017-01-03 06:30:00,世界之窗,36,0
2017-01-03 06:35:00,世界之窗,31,3
2017-01-03 06:40:00,世界之窗,49,5
2017-01-03 06:45:00,世界之窗,49,32
2017-01-03 06:50:00,世界之窗,65,12
2017-01-03 06:55:00,世界之窗,80,22
2017-01-03 07:00:00,世界之窗,75,35
2017-01-03 07:05:00,世界之窗,95,59
2017-01-03 07:10:00,世界之窗,115,20
2017-01-03 07:15:00,世界之窗,93,57
2017-01-03 07:20:00,世界之窗,125,51
2017-01-03 07:25:00,世界之窗,109,58
2017-01-03 07:30:00,世界之窗,166,30
2017-01-03 07:35:00,世界之窗,166,41
2017-01-03 07:40:00,世界之窗,212,74
2017-01-03 07:45:00,世界之窗,278,58
2017-01-03 07:50:00,世界之窗,301,112
2017-01-03 07:55:00,世界之窗,314,84
2017-01-03 08:00:00,世界之窗,372,110
2017-01-03 08:05:00,世界之窗,418,93
2017-01-03 08:10:00,世界之窗,438,127
2017-01-03 08:15:00,世界之窗,464,108
2017-01-03 08:20:00,世界之窗,512,122
2017-01-03 08:25:00,世界之窗,530,113
2017-01-03 08:30:00,世界之窗,553,155
2017-01-03 08:35:00,世界之窗,459,140
2017-01-03 08:40:00,世界之窗,422,148
2017-01-03 08:45:00,世界之窗,389,158
2017-01-03 08:50:00,世界之窗,333,114
2017-01-03 08:55:00,世界之窗,261,136
2017-01-03 09:00:00,世界之窗,257,82
2017-01-03 09:05:00,世界之窗,258,162
2017-01-03 09:10:00,世界之窗,233,103
2017-01-03 09:15:00,世界之窗,171,122
2017-01-03 09:20:00,世界之窗,163,114
2017-01-03 09:25:00,世界之窗,163,132
2017-01-03 09:30:00,世界之窗,174,139
2017-01-03 09:35:00,世界之窗,131,104
2017-01-03 09:40:00,世界之窗,111,88
2017-01-03 09:45:00,世界之窗,106,113
2017-01-03 09:50:00,世界之窗,86,112
2017-01-03 09:55:00,世界之窗,82,97
2017-01-03 10:00:00,世界之窗,77,81
2017-01-03 10:05:00,世界之窗,76,72
2017-01-03 10:10:00,世界之窗,95,87
2017-01-03 10:15:00,世界之窗,53,81
2017-01-03 10:20:00,世界之窗,59,81
2017-01-03 10:25:00,世界之窗,79,98
2017-01-03 10:30:00,世界之窗,66,29
2017-01-03 10:35:00,世界之窗,64,108
2017-01-03 10:40:00,世界之窗,51,76
2017-01-03 10:45:00,世界之窗,51,85
2017-01-03 10:50:00,世界之窗,89,87
2017-01-03 10:55:00,世界之窗,77,77
2017-01-03 11:00:00,世界之窗,50,106
2017-01-03 11:05:00,世界之窗,65,85
2017-01-03 11:10:00,世界之窗,61,70
2017-01-03 11:15:00,世界之窗,87,79
2017-01-03 11:20:00,世界之窗,74,55
2017-01-03 11:25:00,世界之窗,75,93
2017-01-03 11:30:00,世界之窗,72,59
2017-01-03 11:35:00,世界之窗,68,76
2017-01-03 11:40:00,世界之窗,55,104
2017-01-03 11:45:00,世界之窗,45,69
2017-01-03 11:50:00,世界之窗,58,74
2017-01-03 11:55:00,世界之窗,64,123
2017-01-03 12:00:00,世界之窗,72,62
2017-01-03 12:05:00,世界之窗,67,103
2017-01-03 12:10:00,世界之窗,74,59
2017-01-03 12:15:00,世界之窗,76,112
2017-01-03 12:20:00,世界之窗,62,98
2017-01-03 12:25:00,世界之窗,74,76
2017-01-03 12:30:00,世界之窗,65,109
2017-01-03 12:35:00,世界之窗,72,90
2017-01-03 12:40:00,世界之窗,74,68
2017-01-03 12:45:00,世界之窗,88,98
2017-01-03 12:50:00,世界之窗,69,87
2017-01-03 12:55:00,世界之窗,86,92
2017-01-03 13:00:00,世界之窗,94,58
2017-01-03 13:05:00,世界之窗,89,65
2017-01-03 13:10:00,世界之窗,75,93
2017-01-03 13:15:00,世界之窗,101,76
2017-01-03 13:20:00,世界之窗,98,82
2017-01-03 13:25:00,世界之窗,91,73
2017-01-03 13:30:00,世界之窗,92,62
2017-01-03 13:35:00,世界之窗,109,74
2017-01-03 13:40:00,世界之窗,123,100
2017-01-03 13:45:00,世界之窗,86,106
2017-01-03 13:50:00,世界之窗,106,65
2017-01-03 13:55:00,世界之窗,77,67
2017-01-03 14:00:00,世界之窗,94,90
2017-01-03 14:05:00,世界之窗,91,83
2017-01-03 14:10:00,世界之窗,95,84
2017-01-03 14:15:00,世界之窗,88,97
2017-01-03 14:20:00,世界之窗,61,44
2017-01-03 14:25:00,世界之窗,104,105
2017-01-03 14:30:00,世界之窗,89,88
2017-01-03 14:35:00,世界之窗,72,110
2017-01-03 14:40:00,世界之窗,84,99
2017-01-03 14:45:00,世界之窗,71,103
2017-01-03 14:50:00,世界之窗,91,117
2017-01-03 14:55:00,世界之窗,88,82
2017-01-03 15:00:00,世界之窗,94,84
2017-01-03 15:05:00,世界之窗,83,83
2017-01-03 15:10:00,世界之窗,96,103
2017-01-03 15:15:00,世界之窗,101,67
2017-01-03 15:20:00,世界之窗,88,100
2017-01-03 15:25:00,世界之窗,90,113
2017-01-03 15:30:00,世界之窗,106,81
2017-01-03 15:35:00,世界之窗,86,75
2017-01-03 15:40:00,世界之窗,100,112
2017-01-03 15:45:00,世界之窗,100,90
2017-01-03 15:50:00,世界之窗,93,76
2017-01-03 15:55:00,世界之窗,104,126
2017-01-03 16:00:00,世界之窗,106,87
2017-01-03 16:05:00,世界之窗,89,98
2017-01-03 16:10:00,世界之窗,119,87
2017-01-03 16:15:00,世界之窗,85,122
2017-01-03 16:20:00,世界之窗,102,128
2017-01-03 16:25:00,世界之窗,113,84
2017-01-03 16:30:00,世界之窗,103,128
2017-01-03 16:35:00,世界之窗,119,116
2017-01-03 16:40:00,世界之窗,120,120
2017-01-03 16:45:00,世界之窗,96,114
2017-01-03 16:50:00,世界之窗,121,143
2017-01-03 16:55:00,世界之窗,81,133
2017-01-03 17:00:00,世界之窗,133,119
2017-01-03 17:05:00,世界之窗,118,120
2017-01-03 17:10:00,世界之窗,106,156
2017-01-03 17:15:00,世界之窗,111,124
2017-01-03 17:20:00,世界之窗,111,132
2017-01-03 17:25:00,世界之窗,125,142
2017-01-03 17:30:00,世界之窗,121,139
2017-01-03 17:35:00,世界之窗,139,163
2017-01-03 17:40:00,世界之窗,171,190
2017-01-03 17:45:00,世界之窗,156,226
2017-01-03 17:50:00,世界之窗,212,254
2017-01-03 17:55:00,世界之窗,151,181
2017-01-03 18:00:00,世界之窗,203,300
2017-01-03 18:05:00,世界之窗,191,281
2017-01-03 18:10:00,世界之窗,215,300
2017-01-03 18:15:00,世界之窗,201,299
2017-01-03 18:20:00,世界之窗,219,353
2017-01-03 18:25:00,世界之窗,195,463
2017-01-03 18:30:00,世界之窗,167,370
2017-01-03 18:35:00,世界之窗,183,522
2017-01-03 18:40:00,世界之窗,171,339
2017-01-03 18:45:00,世界之窗,153,515
2017-01-03 18:50:00,世界之窗,195,429
2017-01-03 18:55:00,世界之窗,184,322
2017-01-03 19:00:00,世界之窗,125,392
2017-01-03 19:05:00,世界之窗,174,410
2017-01-03 19:10:00,世界之窗,132,396
2017-01-03 19:15:00,世界之窗,114,286
