,mean_MAE,median_MAE,median_MAPE,median_sMAPE
0,69.36030578613281,38.058258056640625,0.6071531772613525,0.6921623945236206
1,69.03252410888672,38.00142288208008,0.6044168472290039,0.6882210969924927
2,68.28469848632812,36.22679138183594,0.6019826531410217,0.6855906844139099
3,67.62702178955078,36.15142059326172,0.6023049354553223,0.6848406195640564
4,67.28802490234375,36.066261291503906,0.599608302116394,0.6836622953414917
5,66.66275787353516,35.788780212402344,0.5971146821975708,0.6793115139007568
6,65.94307708740234,35.58625793457031,0.5949596166610718,0.675853967666626
7,64.86939239501953,35.12998580932617,0.5902565717697144,0.6719018220901489
8,64.04055786132812,34.8157844543457,0.5878008604049683,0.668770432472229
9,63.284446716308594,34.687034606933594,0.5847724676132202,0.6663858890533447
10,62.272640228271484,34.40345001220703,0.5819641351699829,0.6626030206680298
11,61.34635543823242,34.056007385253906,0.5790852904319763,0.6604399681091309
12,60.449581146240234,33.74907302856445,0.5774097442626953,0.6579161882400513
13,59.942935943603516,33.57865524291992,0.5760568380355835,0.6578543186187744
14,59.0816764831543,33.302978515625,0.5741397738456726,0.6536917686462402
15,58.25712203979492,31.438793182373047,0.573030948638916,0.6508285999298096
16,57.168487548828125,29.823078155517578,0.5692868232727051,0.6441946029663086
17,55.822288513183594,26.91744613647461,0.5661274790763855,0.6400793790817261
18,54.98955154418945,24.86004638671875,0.5601985454559326,0.6381114721298218
19,53.862060546875,23.011329650878906,0.5583707094192505,0.6345586180686951
20,52.95485305786133,21.167205810546875,0.5578674077987671,0.6305715441703796
21,51.86893844604492,19.233341217041016,0.5552350878715515,0.6266924738883972
22,50.93415451049805,16.903732299804688,0.5550476312637329,0.6245311498641968
23,50.05559158325195,15.135311126708984,0.5506753921508789,0.621369481086731
24,49.30809020996094,14.381902694702148,0.550439178943634,0.621828556060791
25,48.63751983642578,12.198293685913086,0.5525939464569092,0.6223653554916382
26,48.23311996459961,12.076253890991211,0.55109703540802,0.623688817024231
27,47.856136322021484,12.05980110168457,0.5493770837783813,0.6169755458831787
28,47.573936462402344,11.927814483642578,0.5505000352859497,0.6216634511947632
29,47.355201721191406,11.850456237792969,0.5513076782226562,0.6189087629318237
30,47.258888244628906,11.80038833618164,0.5461505055427551,0.6127010583877563
31,47.75163269042969,11.87057876586914,0.5438945293426514,0.6092245578765869
32,47.43998336791992,11.796424865722656,0.5421798229217529,0.6077396869659424
33,47.25373458862305,11.784404754638672,0.5411829948425293,0.607295036315918
34,47.01064682006836,11.68960952758789,0.5392590761184692,0.6055344343185425
35,46.69599151611328,11.639452934265137,0.5383975505828857,0.6061862111091614
36,46.83003616333008,11.649636268615723,0.5353237390518188,0.6007055044174194
37,46.57963562011719,11.568460464477539,0.5349897742271423,0.5972672700881958
38,46.55781555175781,11.500426292419434,0.5317395925521851,0.5922346115112305
39,46.23244857788086,11.492332458496094,0.5338694453239441,0.5969767570495605
40,46.04650115966797,11.499256134033203,0.5370949506759644,0.5983736515045166
41,45.939697265625,11.453231811523438,0.5350221395492554,0.594718337059021
42,45.8727912902832,11.404830932617188,0.5366747975349426,0.5962389707565308
43,45.89206314086914,11.345574378967285,0.5303933620452881,0.5913392305374146
44,46.1068000793457,11.33998966217041,0.5289993286132812,0.5878700613975525
45,45.66127395629883,11.395448684692383,0.5310165882110596,0.5904862284660339
46,45.94813919067383,11.379661560058594,0.5269734859466553,0.5873604416847229
47,45.90043640136719,11.255186080932617,0.5252185463905334,0.5856151580810547
48,45.46681213378906,11.265787124633789,0.5303165912628174,0.5887455940246582
49,45.513240814208984,11.247180938720703,0.5252274870872498,0.5840135812759399
50,45.61744689941406,11.250328063964844,0.5240644216537476,0.5832165479660034
51,45.43840789794922,11.1629638671875,0.5246376395225525,0.5841208696365356
52,45.3882942199707,11.175708770751953,0.5239772796630859,0.5818102359771729
53,45.3085823059082,11.138999938964844,0.5227036476135254,0.5806398987770081
54,45.0179557800293,11.05868911743164,0.5225906372070312,0.5803424119949341
55,45.01190948486328,11.0837984085083,0.5206584930419922,0.5779862403869629
56,44.90583038330078,11.133671760559082,0.5222318172454834,0.5775720477104187
57,45.07046127319336,11.100746154785156,0.5217303037643433,0.5784432291984558
58,45.047218322753906,11.092119216918945,0.5200284719467163,0.5776422619819641
59,44.90244674682617,11.03611946105957,0.5200750827789307,0.5742546319961548
60,44.59519577026367,10.947277069091797,0.5230495929718018,0.5756494998931885
61,44.67637634277344,10.937566757202148,0.5223808288574219,0.574398398399353
62,44.57470703125,10.96564769744873,0.5232207775115967,0.575948178768158
63,44.383506774902344,10.8951416015625,0.5222976207733154,0.5750651359558105
64,44.50978088378906,10.951122283935547,0.5236973762512207,0.576515257358551
65,44.38256072998047,10.861186027526855,0.5268406271934509,0.578258752822876
66,44.38680648803711,10.916831970214844,0.5247946977615356,0.5757999420166016
67,44.6012077331543,10.871026992797852,0.5252453088760376,0.5766980648040771
68,44.40262985229492,10.81315803527832,0.5242291688919067,0.5747330188751221
69,44.497947692871094,10.831926345825195,0.5249416828155518,0.5759231448173523
70,44.472198486328125,10.795733451843262,0.5225032567977905,0.5750409364700317
71,44.21184539794922,10.73547649383545,0.5223666429519653,0.5728090405464172
72,44.07476043701172,10.712517738342285,0.5205461978912354,0.5716381072998047
73,44.306915283203125,10.739303588867188,0.5193158388137817,0.5714378356933594
74,44.15285873413086,10.878620147705078,0.5197710394859314,0.5713292360305786
75,44.31182098388672,10.898384094238281,0.5201895236968994,0.5699470043182373
76,44.114776611328125,10.906012535095215,0.5186036825180054,0.569255530834198
77,44.15388488769531,10.902912139892578,0.5182125568389893,0.5694801807403564
78,44.05275344848633,10.897415161132812,0.516118049621582,0.5684667825698853
79,43.903564453125,10.87282657623291,0.5148283243179321,0.563261866569519
80,43.81692886352539,10.894739151000977,0.5135934352874756,0.5625860095024109
81,43.74454116821289,10.86514663696289,0.514194905757904,0.5612900257110596
82,43.72824478149414,10.878122329711914,0.5126057267189026,0.560512363910675
83,43.83622741699219,10.792423248291016,0.512656569480896,0.5593928098678589
84,43.52479934692383,10.864421844482422,0.5089342594146729,0.5566720962524414
85,43.58870315551758,10.849031448364258,0.5097029209136963,0.5583312511444092
86,43.5430793762207,10.819716453552246,0.5082521438598633,0.5539301633834839
87,43.566383361816406,10.863550186157227,0.5068070292472839,0.5533941984176636
88,43.5778923034668,10.85874080657959,0.5051261782646179,0.552909255027771
89,43.47441101074219,10.82426643371582,0.5027636289596558,0.5508021116256714
90,43.46438980102539,10.826887130737305,0.5031759142875671,0.5514978170394897
91,43.8246955871582,10.84941291809082,0.5051599740982056,0.5536484718322754
92,43.79692840576172,10.91922378540039,0.5017962455749512,0.552372395992279
93,43.94513702392578,10.90926456451416,0.5037458539009094,0.5533225536346436
94,43.773868560791016,10.87049674987793,0.5041252970695496,0.549942135810852
95,43.88252258300781,10.936019897460938,0.5030415058135986,0.550853967666626
96,43.98760986328125,10.899043083190918,0.49974238872528076,0.5479514598846436
97,44.25289535522461,10.92536735534668,0.501449704170227,0.5490714907646179
98,44.18655776977539,10.958215713500977,0.5005262494087219,0.5496325492858887
99,44.13682174682617,10.907506942749023,0.49903300404548645,0.5469863414764404
